YEAR,CURRENT_SIZE,SIZE_CLASS,LATITUDE,LONGITUDE,GENERAL_CAUSE,RESPONSIBLE_GROUP,ACTIVITY_CLASS,TRUE_CAUSE,FIRE_START_DATE,FIRE_SPREAD_RATE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,DISTANCE_FROM_WATER_SOURCE
2006,0.01,A,54.8958,-111.616183,Lightning,,,,6/28/2006 13:00,0.0,Ground,Middle 1/3,CB Wet,22.0,35.0,SW,10.0,2.0
2006,0.01,A,58.5245,-115.156667,Resident,Resident,Refuse,Abandoned Fire,6/28/2006 12:15,0.0,Ground,Flat,Cloudy,18.0,74.0,S,11.0,
2006,0.01,A,55.397661,-119.964038,Lightning,,,,6/28/2006 10:30,0.0,Surface,Flat,Cloudy,23.0,35.0,NW,10.0,1.0
2006,0.3,B,56.02275,-113.1406,Lightning,,,,6/28/2006 1:00,0.5,Surface,Flat,Clear,27.0,38.0,S,8.0,
2006,0.05,A,53.932017,-118.966133,Railroad,Operators,,,6/28/2006 13:55,0.5,Surface,Lower 1/3,Cloudy,22.0,18.0,NW,10.0,
2006,5.3,C,55.57125,-112.7081,Lightning,,,,6/28/2006 5:30,5.0,Surface,Flat,Clear,30.0,35.0,SE,25.0,1.0
2006,0.01,A,58.612782,-117.162421,Recreation,Picnickers,Cooking,Abandoned Fire,6/23/2006 17:30,0.0,Surface,Flat,Clear,22.0,26.0,NW,5.0,
2006,0.8,B,55.5397,-115.364317,Lightning,,,,7/6/2006 18:00,0.0,Surface,Bottom,Clear,18.0,45.0,SW,40.0,0.1
2006,1.2,B,55.4123,-113.31565,Lightning,,,,7/6/2006 21:00,0.2,Surface,Flat,Cloudy,20.0,53.0,W,30.0,0.0
2006,0.02,A,54.284333,-115.834333,Lightning,,,,7/7/2006 16:00,0.0,Surface,Bottom,Clear,20.0,46.0,CLM,0.0,0.5
2006,0.01,A,52.13475,-115.83915,Lightning,,,,7/5/2006 12:00,0.0,Surface,Upper 1/3,CB Dry,30.0,30.0,W,10.0,
2006,0.01,A,56.560817,-110.693383,Lightning,,,,7/5/2006 18:00,1.0,Surface,Flat,Cloudy,17.0,50.0,N,5.0,6.0
2006,0.01,A,54.891,-115.613667,Lightning,,,,7/4/2006 14:46,1.0,Crown,Flat,Cloudy,25.0,50.0,E,5.0,3.0
2006,0.01,A,52.502886,-116.149976,Recreation,Campers,Cooking,Abandoned Fire,4/6/2006 8:00,0.0,Surface,Lower 1/3,Clear,25.0,20.0,NW,5.0,
2006,0.1,A,55.237233,-113.4638,Lightning,,,,7/5/2006 17:00,0.1,Ground,Flat,Clear,24.0,54.0,NW,20.0,0.5
2006,0.1,A,54.38755,-117.549933,Lightning,,,,7/6/2006 14:00,0.1,Surface,Middle 1/3,Cloudy,21.5,35.0,N,5.0,4.0
2006,0.01,A,54.1987,-118.981167,Lightning,,,,7/6/2006 17:00,0.0,Ground,Flat,Cloudy,18.0,50.0,S,5.0,
2006,0.1,A,52.953667,-116.790383,Restart,,,,7/7/2006 11:00,2.0,Surface,Lower 1/3,Cloudy,22.0,50.0,SW,10.0,1.0
2006,0.3,B,57.19895,-115.076,Lightning,,,,6/28/2006 0:00,0.5,Surface,Flat,Clear,29.0,40.0,W,8.0,
2006,0.02,A,52.730783,-115.558233,Lightning,,,,7/8/2006 15:00,1.0,Surface,Flat,Clear,22.0,60.0,CLM,0.0,0.3
2006,0.01,A,54.208483,-115.229217,Recreation,ATV Users,Cooking,Abandoned Fire,7/8/2006 12:00,0.0,Ground,Flat,Clear,21.0,54.0,W,5.0,
2006,0.1,A,54.725096,-119.413638,Lightning,,,,7/4/2006 14:50,0.0,Surface,Lower 1/3,Cloudy,20.0,50.0,W,10.0,
2006,0.01,A,54.954143,-118.87918,Resident,Resident,Refuse,Permit Related,7/8/2006 18:45,0.0,Surface,Flat,Cloudy,20.0,22.0,CLM,0.0,
2006,0.01,A,51.9066,-115.2467,Lightning,,,,7/9/2006 14:15,0.0,Surface,Upper 1/3,CB Wet,13.0,80.0,CLM,0.0,
2006,1.4,B,56.3135,-117.61375,Resident,Resident,Unclassified,Unpredictable Event,7/22/2006 14:30,0.0,Ground,Flat,CB Dry,30.0,27.0,W,16.0,
2006,0.01,A,53.98675,-116.895883,Lightning,,,,7/22/2006 18:40,0.0,Surface,Flat,CB Wet,21.0,85.0,W,10.0,
2006,0.03,A,54.00855,-117.852367,Lightning,,,,7/22/2006 18:00,0.5,Surface,Flat,Rainshowers,27.0,45.0,SE,10.0,
2006,0.01,A,53.989367,-116.871717,Lightning,,,,7/22/2006 18:40,0.0,Surface,Flat,CB Wet,21.0,85.0,W,10.0,
2006,0.01,A,53.9879,-116.879583,Lightning,,,,7/22/2006 18:20,0.0,Surface,Flat,CB Wet,21.0,85.0,W,10.0,
2006,0.01,A,49.858067,-114.384983,Recreation,Campers,Cooking,Abandoned Fire,7/22/2006 15:00,0.0,Ground,Lower 1/3,Cloudy,27.0,45.0,CLM,0.0,
2006,0.01,A,51.548883,-115.198733,Recreation,Campers,Cooking,Abandoned Fire,7/22/2006 12:00,0.0,Surface,Bottom,Cloudy,30.0,30.0,W,5.0,
2006,0.01,A,53.29025,-116.50425,Lightning,,,,7/22/2006 20:00,0.1,Ground,Flat,Cloudy,30.0,34.0,NE,2.0,2.0
2006,0.01,A,53.025433,-116.687317,Undetermined,,,,7/23/2006 11:35,0.0,Surface,Flat,CB Wet,22.4,68.0,W,1.0,2.0
2006,0.01,A,53.986415,-116.729,Lightning,,,,7/21/2006 19:00,0.1,Surface,Flat,Clear,28.0,34.0,W,5.0,8.0
2006,0.01,A,52.9879,-116.6032,Lightning,,,,7/23/2006 12:35,0.2,Surface,Flat,Clear,20.0,60.0,W,2.0,2.0
2006,0.01,A,51.579722,-114.993056,Recreation,Campers,Cooking,Abandoned Fire,7/23/2006 5:00,0.0,Surface,Upper 1/3,Clear,27.0,30.0,CLM,0.0,
2006,0.1,A,54.96185,-112.493083,Lightning,,,,7/23/2006 12:27,0.5,Surface,Flat,Cloudy,29.0,35.0,SW,10.0,0.8
2006,0.01,A,54.902217,-115.39255,Lightning,,,,7/4/2006 14:45,0.1,Surface,Middle 1/3,CB Wet,23.0,60.0,CLM,0.0,
2006,0.01,A,51.188467,-114.841183,Resident,Resident,Refuse,Unsafe Fire,8/11/2006 11:00,0.0,Surface,Flat,Cloudy,13.0,75.0,NW,5.0,
2006,0.1,A,56.9825,-118.426,Lightning,,,,8/11/2006 12:00,0.0,Ground,Flat,Cloudy,13.0,80.0,N,5.0,1.7
2006,1.3,B,57.822667,-112.84485,Lightning,,,,6/16/2006 16:00,2.0,Surface,Flat,Clear,24.0,50.0,SE,10.0,1.0
2006,0.01,A,55.320783,-115.664883,Lightning,,,,5/10/2006 0:00,1.0,Ground,Flat,Clear,22.0,27.0,W,10.0,
2006,0.01,A,57.857133,-113.269867,Lightning,,,,6/27/2006 9:30,0.0,Ground,Flat,Clear,31.0,20.0,SE,15.0,15.0
2006,0.01,A,49.842783,-114.391167,Lightning,,,,8/10/2006 20:00,0.0,Ground,Upper 1/3,Cloudy,14.0,49.0,S,20.0,
2006,930.0,E,52.004124,-114.961739,Lightning,,,,5/15/2006 12:30,1.0,Surface,Flat,Clear,23.0,33.0,W,6.0,1.0
2006,0.01,A,54.08585,-115.66965,Resident,Resident,Refuse,Permit Related,8/11/2006 12:00,0.0,Surface,Flat,Cloudy,21.0,55.0,CLM,0.0,
2006,0.01,A,54.348833,-119.629083,Lightning,,,,8/11/2006 19:10,0.1,Surface,Middle 1/3,Cloudy,12.0,50.0,SW,5.0,2.0
2006,206.5,E,56.909783,-113.613217,Lightning,,,,6/28/2006 15:42,5.0,Crown,Flat,Clear,32.0,52.0,N,27.0,2.0
2006,7.2,C,56.33165,-112.39115,Lightning,,,,6/28/2006 14:00,1.0,Crown,Flat,Cloudy,28.0,60.0,SW,12.0,5.0
2006,0.02,A,52.761583,-115.351133,Resident,Resident,Refuse,Burning Substance,6/16/2006 15:00,0.0,Surface,Flat,Cloudy,18.0,65.0,CLM,0.0,
2006,6124.0,E,57.396667,-112.6755,Lightning,,,,6/28/2006 16:42,5.0,Crown,Upper 1/3,Clear,22.0,56.0,NW,17.0,0.4
2006,0.01,A,55.345417,-117.8251,Lightning,,,,6/28/2006 17:00,0.0,Surface,Flat,Cloudy,20.0,35.0,SW,15.0,
2006,0.5,B,57.2894,-114.8199,Lightning,,,,6/28/2006 0:00,1.0,Surface,Flat,Clear,26.0,55.0,NW,5.0,5.0
2006,0.2,B,53.7046,-116.096483,Lightning,,,,6/28/2006 20:00,1.0,Surface,Flat,Cloudy,17.0,32.0,N,7.0,0.3
2006,0.01,A,55.880183,-116.893333,Lightning,,,,6/28/2006 18:00,0.0,Surface,Flat,Cloudy,22.0,60.0,E,10.0,1.5
2006,0.05,A,56.065783,-110.985917,Lightning,,,,6/28/2006 17:20,0.0,Ground,Flat,Clear,25.0,60.0,CLM,0.0,
2006,0.01,A,56.252767,-110.824617,Lightning,,,,6/28/2006 19:10,0.0,Ground,Flat,Clear,25.0,60.0,CLM,0.0,
2006,0.03,A,53.577433,-116.670933,Lightning,,,,6/28/2006 19:25,5.0,Surface,Flat,Cloudy,23.0,50.0,SE,5.0,2.0
2006,0.01,A,52.016817,-115.01035,Forest Industry,Operators,Heavy Equipment,Unpredictable Event,6/27/2006 15:00,0.0,Ground,Flat,Clear,28.0,28.0,CLM,0.0,
2006,0.2,B,56.2161,-111.1718,Lightning,,,,6/28/2006 17:00,0.1,Surface,Flat,CB Wet,27.0,40.0,W,5.0,0.4
2006,0.1,A,56.103833,-116.078833,Lightning,,,,6/28/2006 18:00,2.0,Surface,Flat,Clear,18.0,37.0,S,20.0,0.5
2006,0.01,A,55.494128,-117.913415,Resident,Resident,Refuse,Permit Related,7/9/2006 12:30,0.0,Surface,Flat,Rainshowers,20.0,55.0,NW,10.0,
2006,0.1,A,56.858167,-115.2445,Lightning,,,,7/9/2006 14:32,0.0,Ground,Flat,CB Dry,26.0,56.0,CLM,0.0,
2006,0.2,B,56.274417,-114.157783,Recreation,ATV Users,All Terrain Vehicles,Hot Exhaust,6/22/2006 17:10,0.0,Surface,Flat,Clear,19.0,35.0,CLM,0.0,
2006,0.01,A,51.475517,-115.099533,Recreation,Campers,Cooking,Abandoned Fire,7/9/2006 10:00,0.0,Surface,Bottom,Cloudy,18.0,60.0,W,10.0,
2006,0.1,A,51.791,-114.740167,Resident,Resident,Piles,Burning Substance,7/9/2006 20:00,0.0,Surface,Flat,Rainshowers,11.0,100.0,W,25.0,
2006,0.1,A,53.42855,-117.304983,Lightning,,,,7/3/2006 15:45,0.5,Surface,Flat,CB Wet,20.0,76.0,CLM,0.0,
2006,0.01,A,53.391667,-116.790617,Lightning,,,,7/3/2006 18:30,0.0,Surface,Flat,Cloudy,24.0,63.0,CLM,0.0,
2006,0.01,A,54.367983,-115.87275,Lightning,,,,7/9/2006 20:00,0.0,Surface,Flat,Cloudy,19.0,70.0,CLM,0.0,
2006,0.01,A,54.808033,-115.7952,Lightning,,,,7/3/2006 15:32,0.0,Ground,Flat,CB Dry,28.0,45.0,CLM,0.0,0.4
2006,0.1,A,53.330133,-115.5509,Lightning,,,,7/9/2006 21:00,0.0,Surface,Flat,Cloudy,18.0,70.0,W,7.0,
2006,0.01,A,49.715433,-114.437017,Oil & Gas Industry,Operators,Welders,Burning Substance,7/9/2006 13:58,0.0,Ground,Flat,Clear,24.0,30.0,S,20.0,
2006,0.01,A,54.25285,-116.218867,Lightning,,,,6/27/2006 17:30,0.0,Surface,Flat,CB Wet,23.0,70.0,CLM,0.0,0.5
2006,0.01,A,54.615383,-111.6132,Lightning,,,,7/23/2006 14:05,0.0,Ground,Flat,Clear,31.0,75.0,CLM,0.0,
2006,0.03,A,54.085167,-116.037833,Lightning,,,,7/22/2006 1:00,0.1,Surface,Flat,Clear,32.0,40.0,CLM,0.0,4.0
2006,0.2,B,53.288717,-116.843133,Lightning,,,,7/22/2006 17:50,0.2,Surface,Flat,Cloudy,25.0,65.0,W,4.0,0.5
2006,0.01,A,53.220817,-116.773217,Lightning,,,,7/23/2006 17:00,0.1,Surface,Flat,Rainshowers,18.0,65.0,E,10.0,12.0
2006,1.7,B,56.329073,-118.140766,Resident,Mechanized Travel,Vehicle Trans.,Unpredictable Event,7/23/2006 16:50,0.1,Surface,Flat,Clear,32.0,30.0,W,10.0,
2006,0.01,A,51.1597,-114.9756,Resident,Resident,Refuse,Unsafe Fire,7/23/2006 17:20,0.0,Surface,Upper 1/3,Cloudy,23.0,73.0,CLM,0.0,
2006,0.01,A,52.2345,-115.0865,Lightning,,,,7/23/2006 17:30,0.0,Surface,Flat,Clear,20.0,35.0,CLM,0.0,
2006,0.03,A,53.112217,-116.49075,Lightning,,,,7/23/2006 17:45,0.5,Surface,Flat,Clear,18.0,21.0,E,4.0,4.0
2006,0.01,A,52.999267,-116.5099,Lightning,,,,7/23/2006 18:00,0.0,Ground,Flat,Cloudy,22.0,64.0,CLM,0.0,
2006,0.14,B,54.796317,-118.555733,Lightning,,,,7/4/2006 19:00,0.0,Ground,Flat,Clear,33.0,20.0,SW,10.0,1.6
2006,0.01,A,52.953867,-116.629683,Lightning,,,,7/23/2006 19:15,0.0,Ground,Flat,Clear,18.0,65.0,CLM,0.0,
2006,0.01,A,52.998667,-116.684217,Lightning,,,,7/23/2006 18:00,0.0,Ground,Upper 1/3,Clear,18.0,65.0,CLM,0.0,
2006,0.01,A,55.8607,-111.797533,Lightning,,,,7/23/2006 20:30,0.1,Surface,Flat,CB Dry,25.0,35.0,CLM,0.0,0.2
2006,0.01,A,56.263033,-112.318667,Lightning,,,,7/23/2006 20:02,0.0,Ground,Flat,Cloudy,22.0,63.0,NE,3.0,
2006,0.01,A,56.2552,-112.369567,Lightning,,,,7/23/2006 20:00,0.0,Surface,Flat,Cloudy,22.0,63.0,NE,3.0,5.0
2006,0.01,A,52.075767,-115.980533,Recreation,Campers,Cooking,Abandoned Fire,7/23/2006 9:00,0.0,Surface,Flat,Cloudy,30.0,73.0,CLM,0.0,
2006,0.08,A,57.842167,-112.159,Lightning,,,,6/27/2006 11:16,3.0,Surface,Flat,Clear,36.0,24.0,SE,10.0,2.0
2006,0.01,A,55.74817,-112.40458,Resident,Mechanized Travel,Vehicle Trans.,Hot Exhaust,8/12/2006 13:00,0.0,Surface,Flat,CB Wet,21.0,50.0,SE,10.0,
2006,0.02,A,54.685,-117.683,Lightning,,,,7/29/2006 17:52,0.5,Surface,Middle 1/3,Clear,18.0,50.0,W,10.0,
2006,0.01,A,54.414767,-111.014983,Recreation,Campers,Cooking,Abandoned Fire,8/6/2006 20:00,0.0,Surface,Flat,Clear,22.0,54.0,SE,15.0,
2006,0.06,A,57.2345,-117.307833,Resident,Resident,Unclassified,Permit Related,8/13/2006 16:03,0.0,Surface,Flat,Cloudy,22.0,47.0,W,5.0,
2006,43.35,D,59.070557,-110.765998,Lightning,,,,8/13/2006 12:34,3.0,Surface,Flat,CB Dry,20.0,45.0,NW,15.0,0.5
2006,0.01,A,55.873603,-115.159302,Power Line Industry,Others (explain in remarks),Power Lines,Unpredictable Event,8/13/2006 12:42,0.0,Ground,Flat,Cloudy,20.0,53.0,W,12.0,
2006,0.9,B,57.757833,-112.225,Lightning,,,,6/28/2006 12:00,1.0,Ground,Flat,Cloudy,24.0,74.0,SW,13.0,3.0
2006,0.1,A,55.6366,-111.05235,Other Industry,Others (explain in remarks),Brush,Unattended Fire,8/14/2006 12:40,0.5,Surface,Flat,Clear,29.0,35.0,SW,4.0,0.3
2006,0.2,B,56.991833,-114.061167,Lightning,,,,7/22/2006 15:00,1.0,Ground,Flat,Cloudy,28.0,37.0,W,15.0,0.5
2006,0.02,A,51.401383,-115.193617,Recreation,ATV Users,All Terrain Vehicles,Hot Exhaust,8/5/2006 15:00,5.0,Surface,Flat,Clear,26.0,30.0,SW,10.0,0.5
2006,0.01,A,55.170983,-112.804933,Lightning,,,,8/13/2006 15:00,0.0,Ground,Flat,Clear,23.0,39.0,CLM,0.0,
2006,0.01,A,49.449867,-114.32585,Resident,Mechanized Travel,Vehicle Trans.,Unsafe Fire,6/26/2006 17:50,0.0,Surface,Flat,Clear,25.0,29.0,SE,5.0,0.2
2006,0.01,A,53.807533,-115.526267,Lightning,,,,6/29/2006 12:00,1.0,Surface,Flat,Clear,22.0,39.0,W,3.0,1.0
2006,0.2,B,57.668667,-111.244167,Lightning,,,,6/29/2006 0:00,1.0,Ground,Flat,Cloudy,19.0,45.0,W,23.0,6.0
2006,0.4,B,57.471783,-114.9526,Lightning,,,,6/29/2006 14:00,0.5,Surface,Flat,Cloudy,20.0,35.0,W,20.0,0.9
2006,0.1,A,57.047205,-113.932283,Lightning,,,,6/28/2006 0:00,0.5,Ground,Upper 1/3,Clear,26.4,42.0,W,20.0,0.7
2006,1.0,B,57.78445,-110.765,Lightning,,,,6/29/2006 5:09,1.0,Surface,Flat,Clear,26.0,17.0,SW,15.0,10.0
2006,0.05,A,58.233933,-110.803217,Lightning,,,,6/28/2006 9:00,0.5,Surface,Flat,Clear,22.0,40.0,W,22.0,0.5
2006,7400.0,E,56.442783,-112.08535,Lightning,,,,6/29/2006 15:31,5.0,Crown,Flat,Clear,22.0,24.0,SW,25.0,1.0
2006,0.7,B,54.185467,-119.147167,Lightning,,,,6/28/2006 18:18,0.2,Ground,Flat,Clear,20.0,30.0,W,20.0,1.0
2006,1.7,B,56.880557,-116.401943,Lightning,,,,6/28/2006 15:00,0.5,Surface,Flat,Clear,15.0,35.0,W,15.0,0.3
2006,0.01,A,49.624388,-114.658167,Resident,Resident,Grass,Burning Substance,6/27/2006 15:00,0.0,Ground,Flat,Clear,25.0,35.0,W,10.0,
2006,0.01,A,54.89155,-111.382867,Lightning,,,,6/28/2006 9:00,0.0,Surface,Flat,CB Wet,21.0,40.0,SE,20.0,
2006,0.05,A,52.847567,-115.96545,Lightning,,,,7/5/2006 13:00,2.0,Crown,Flat,Clear,28.0,35.0,SE,5.0,0.5
2006,5.6,C,57.918207,-114.33334,Lightning,,,,6/27/2006 17:00,2.0,Crown,Flat,CB Dry,30.6,42.0,S,23.0,0.5
2006,3.0,B,57.914908,-114.341035,Lightning,,,,6/27/2006 17:00,5.0,Crown,Flat,CB Dry,30.6,42.0,S,23.0,1.2
2006,0.01,A,55.351833,-110.624333,Lightning,,,,6/28/2006 14:10,0.1,Surface,Flat,Clear,25.0,30.0,S,15.0,
2006,2.0,B,55.0485,-110.2071,Lightning,,,,6/29/2006 7:00,1.0,Surface,Flat,Clear,13.0,45.0,W,20.0,0.5
2006,0.01,A,56.584533,-112.199,Lightning,,,,7/5/2006 17:30,0.1,Surface,Flat,Cloudy,21.0,60.0,E,2.0,0.5
2006,0.02,A,53.300867,-116.61295,Lightning,,,,7/3/2006 18:30,0.1,Surface,Flat,Clear,23.0,60.0,N,6.0,0.5
2006,1.9,B,54.584858,-115.469188,Forest Industry,Contractors,Piles,Abandoned Fire,6/29/2006 16:15,0.1,Surface,Flat,Clear,20.0,30.0,W,20.0,0.5
2006,0.01,A,53.396283,-116.782767,Lightning,,,,7/3/2006 18:30,0.0,Surface,Flat,Clear,22.0,67.0,CLM,0.0,
2006,0.01,A,54.533433,-119.486683,Lightning,,,,7/3/2006 20:00,0.0,Surface,Upper 1/3,CB Wet,26.0,30.0,W,20.0,
2006,0.2,B,53.37935,-116.436667,Lightning,,,,7/5/2006 17:00,1.0,Surface,Flat,Cloudy,27.0,38.0,NW,5.0,
2006,0.05,A,54.514533,-119.531,Lightning,,,,7/3/2006 14:00,0.0,Surface,Middle 1/3,Cloudy,21.0,45.0,SE,10.0,
2006,0.01,A,55.2205,-113.503833,Lightning,,,,7/17/2006 14:00,0.0,Surface,Flat,Rainshowers,20.0,75.0,W,7.0,1.0
2006,0.2,B,55.539033,-110.640783,Lightning,,,,7/5/2006 18:51,1.5,Crown,Flat,CB Wet,24.0,60.0,W,15.0,0.6
2006,0.01,A,53.199083,-116.5967,Lightning,,,,7/23/2006 17:13,0.0,Surface,Flat,CB Wet,21.0,85.0,W,1.0,7.0
2006,1.5,B,55.5396,-110.720417,Lightning,,,,7/5/2006 18:37,5.0,Crown,Flat,CB Wet,26.0,30.0,W,15.0,
2006,0.02,A,56.376316,-118.226299,Lightning,,,,6/28/2006 18:00,0.0,Ground,Flat,Clear,21.0,38.0,SW,18.0,0.4
2006,0.01,A,51.721667,-115.349333,Lightning,,,,7/24/2006 12:00,0.1,Surface,Upper 1/3,Clear,18.7,68.0,W,4.0,4.0
2006,0.07,A,54.962,-112.492767,Lightning,,,,7/23/2006 12:27,0.5,Surface,Flat,Cloudy,29.0,35.0,SW,10.0,0.8
2006,0.1,A,52.625,-115.254833,Lightning,,,,7/24/2006 14:45,1.0,Surface,Flat,Clear,25.0,40.0,NW,10.0,2.0
2006,0.2,B,56.168833,-110.1505,Lightning,,,,7/15/2006 14:45,0.0,Ground,Flat,Cloudy,18.0,78.0,W,4.0,
2006,0.01,A,54.407217,-111.242433,Lightning,,,,7/23/2006 14:55,0.0,Ground,Flat,Cloudy,29.0,35.0,SE,5.0,
2006,6.5,C,55.018383,-110.6225,Lightning,,,,7/5/2006 19:30,10.0,Crown,Flat,CB Dry,19.0,40.0,NW,10.0,
2006,0.01,A,52.247,-115.086,Resident,Resident,Refuse,Permit Related,8/11/2006 14:00,0.0,Surface,Flat,Clear,23.0,47.0,SE,10.0,
2006,0.01,A,57.562867,-115.356717,Lightning,,,,8/13/2006 12:00,0.0,Surface,Flat,Cloudy,17.0,55.0,W,5.0,5.0
2006,0.01,A,54.133583,-116.638833,Lightning,,,,7/30/2006 18:00,0.0,Ground,Flat,Cloudy,16.0,50.0,CLM,0.0,
2006,0.01,A,54.458967,-115.508933,Lightning,,,,8/14/2006 22:00,0.0,Surface,Lower 1/3,Cloudy,9.0,91.0,NW,9.0,
2006,0.1,A,57.880883,-111.478083,Lightning,,,,7/1/2006 13:00,1.0,Surface,Flat,Cloudy,18.0,60.0,NW,13.0,5.0
2006,0.01,A,53.27955,-115.273417,Power Line Industry,Animal(s),Power Lines,Unpredictable Event,8/2/2006 22:10,0.0,Ground,Flat,Clear,10.0,79.0,CLM,0.0,
2006,0.8,B,57.804117,-112.777,Lightning,,,,6/27/2006 13:30,0.5,Surface,Flat,Cloudy,26.0,52.0,NW,9.0,
2006,0.9,B,59.225117,-117.9337,Lightning,,,,8/14/2006 0:00,0.0,Ground,Bottom,Rainshowers,16.1,81.0,CLM,0.0,1.0
2006,0.6,B,59.212017,-117.957833,Lightning,,,,8/14/2006 19:00,0.0,Surface,Flat,Rainshowers,14.0,80.0,NW,2.0,5.0
2006,0.1,A,57.920167,-112.059833,Lightning,,,,6/27/2006 10:00,0.0,Surface,Flat,Cloudy,15.0,70.0,NW,7.0,
2006,216.0,E,58.043333,-113.158333,Lightning,,,,7/5/2006 9:25,3.5,Surface,Flat,Clear,21.0,35.0,NE,10.0,
2006,0.5,B,58.126277,-116.327106,Resident,Resident,Piles,Permit Related,6/29/2006 15:00,0.0,Surface,Flat,CB Wet,15.0,40.0,W,20.0,
2006,0.1,A,55.834215,-119.621163,Lightning,,,,6/28/2006 1:48,0.1,Surface,Flat,Cloudy,20.0,37.0,W,2.0,
2006,0.5,B,55.2903,-110.887633,Lightning,,,,6/28/2006 16:00,0.5,Surface,Flat,Clear,21.0,40.0,W,25.0,0.4
2006,0.08,A,59.236633,-111.3295,Lightning,,,,6/29/2006 20:00,1.0,Surface,Middle 1/3,Cloudy,12.0,50.0,SW,30.0,
2006,0.01,A,52.306133,-114.943814,Resident,Resident,Refuse,Burning Substance,6/30/2006 11:00,0.0,Ground,Flat,Clear,25.0,30.0,CLM,0.0,
2006,0.01,A,54.715333,-110.880833,Lightning,,,,6/30/2006 14:30,0.0,Ground,Flat,Clear,26.0,37.0,NE,10.0,
2006,0.01,A,53.128183,-115.571167,Lightning,,,,6/27/2006 19:15,0.1,Surface,Flat,CB Wet,25.0,60.0,SE,5.0,
2006,0.1,A,56.20405,-112.6482,Lightning,,,,6/30/2006 18:20,0.1,Ground,Flat,CB Wet,22.0,21.0,SW,17.0,0.5
2006,0.01,A,53.446633,-115.906133,Undetermined,,,,6/30/2006 18:25,0.1,Surface,Flat,Clear,20.0,20.0,S,5.0,1.5
2006,0.2,B,58.956333,-111.268333,Lightning,,,,6/30/2006 20:30,0.5,Surface,Upper 1/3,Cloudy,15.0,60.0,W,15.0,0.3
2006,0.01,A,54.965033,-118.943033,Resident,Resident,Refuse,Permit Related,7/1/2006 10:00,0.0,Surface,Flat,Clear,26.0,23.0,NW,10.0,
2006,0.5,B,57.5763,-114.43675,Lightning,,,,7/1/2006 14:26,1.0,Surface,Flat,Clear,22.0,30.0,S,20.0,0.1
2006,0.01,A,55.108409,-116.943141,Resident,Resident,Refuse,Permit Related,7/1/2006 14:00,0.0,Ground,Flat,Cloudy,27.0,35.0,S,5.0,
2006,0.1,A,56.892983,-114.6507,Lightning,,,,6/28/2006 0:00,0.1,Surface,Flat,Cloudy,24.5,56.0,NW,4.0,0.4
2006,0.4,B,54.686692,-115.658065,Lightning,,,,7/3/2006 14:15,0.1,Crown,Bottom,CB Dry,25.0,35.0,N,10.0,1.0
2006,0.09,A,54.4631,-116.763647,Lightning,,,,7/4/2006 22:15,0.0,Ground,Flat,Cloudy,16.0,70.0,CLM,0.0,2.0
2006,0.01,A,53.344667,-116.854167,Lightning,,,,7/3/2006 18:30,0.0,Surface,Flat,Cloudy,31.0,20.0,SE,3.0,
2006,0.1,A,57.777667,-111.382667,Lightning,,,,6/30/2006 17:20,0.5,Surface,Flat,Cloudy,22.0,38.0,W,7.0,1.0
2006,0.08,A,54.066867,-117.191917,Lightning,,,,7/4/2006 19:00,0.5,Surface,Flat,CB Dry,22.0,35.0,NW,15.0,0.8
2006,0.01,A,54.399417,-117.590483,Lightning,,,,7/9/2006 16:00,0.0,Surface,Flat,Cloudy,18.0,71.0,W,5.0,0.6
2006,1.0,B,56.055149,-113.375309,Lightning,,,,7/6/2006 12:00,0.5,Surface,Flat,Cloudy,22.0,67.0,CLM,0.0,0.2
2006,0.7,B,57.296667,-111.502833,Oil & Gas Industry,Operators,Slash,Burning Substance,7/3/2006 13:04,5.0,Crown,Flat,Clear,26.0,28.0,S,4.0,0.5
2006,0.6,B,57.8785,-111.47325,Lightning,,,,6/27/2006 21:00,1.0,Ground,Flat,Cloudy,25.0,61.0,S,5.0,10.0
2006,0.01,A,54.139433,-117.093917,Lightning,,,,7/4/2006 16:00,0.0,Surface,Flat,CB Wet,22.0,61.0,CLM,0.0,
2006,0.01,A,51.033983,-115.4364,Lightning,,,,7/4/2006 19:15,0.1,Surface,Middle 1/3,Clear,25.0,30.0,CLM,0.0,3.0
2006,0.2,B,51.15773,-114.8554,Resident,Resident,Refuse,Unsafe Fire,6/27/2006 15:40,2.0,Surface,Flat,Cloudy,28.0,35.0,SE,20.0,
2006,14.3,C,55.436067,-110.801083,Lightning,,,,6/28/2006 19:50,10.0,Crown,Flat,Clear,25.0,60.0,NW,5.0,0.5
2006,0.3,B,57.402833,-115.181167,Lightning,,,,7/24/2006 0:00,0.1,Surface,Flat,Clear,31.0,44.0,N,5.0,1.0
2006,0.01,A,55.239,-113.5885,Lightning,,,,7/17/2006 17:58,0.0,Ground,Flat,Cloudy,22.0,74.0,CLM,0.0,2.0
2006,0.01,A,55.19385,-113.204,Lightning,,,,7/24/2006 9:00,0.0,Surface,Flat,Cloudy,27.5,40.0,NW,25.0,0.1
