YEAR,CURRENT_SIZE,SIZE_CLASS,LATITUDE,LONGITUDE,GENERAL_CAUSE,RESPONSIBLE_GROUP,ACTIVITY_CLASS,TRUE_CAUSE,FIRE_START_DATE,FIRE_SPREAD_RATE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,DISTANCE_FROM_WATER_SOURCE
2011,0.03,A,55.614067,-112.7227,Restart,,,,6/2/2011 15:50,0.5,Surface,Flat,Clear,21.0,54.0,NE,2.0,0.3
2010,0.1,A,56.779717,-118.454283,Lightning,,,,7/20/2010 15:18,0.1,Surface,Flat,Cloudy,20.0,54.0,W,5.0,1.6
2011,1.8,B,55.258683,-115.316133,Resident,Resident,Grass,Permit Related,5/1/2011 0:00,0.0,Surface,Flat,CB Dry,15.0,48.0,W,10.0,
2011,0.2,B,55.402133,-115.968167,Resident,Resident,Grass,Permit Related,5/1/2011 16:40,0.0,Surface,Flat,Clear,16.7,29.0,W,9.0,
2011,1.9,B,58.469767,-114.540317,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/12/2011 17:00,0.0,Surface,Flat,Clear,22.0,32.0,SE,10.0,
2011,0.01,A,55.757744,-116.357881,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 22:30,0.0,Surface,Flat,Clear,12.0,50.0,N,20.0,
2011,12.0,C,55.94271,-115.113539,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 20:00,10.0,Crown,Flat,Clear,11.0,43.0,SE,16.0,
2011,6.42,C,55.223,-115.349667,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 18:15,0.0,Ground,Flat,Clear,20.0,24.0,SE,10.0,0.0
2011,0.1,A,55.303167,-114.591167,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/15/2011 10:15,1.0,Surface,Flat,Clear,20.0,25.0,SE,15.0,
2011,1.6,B,55.31895,-115.647619,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/15/2011 11:35,10.0,Surface,Flat,Clear,21.0,26.0,N,30.0,
2011,2.3,B,55.006833,-115.318,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/15/2011 12:25,1.0,Surface,Flat,Cloudy,26.0,24.0,S,70.0,0.5
2011,67.0,D,55.144785,-116.247732,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/15/2011 12:50,3.0,Surface,Flat,Clear,23.0,26.0,E,50.0,0.8
2011,0.3,B,52.696333,-115.315167,Resident,Resident,Refuse,Burning Substance,5/18/2011 13:00,0.0,Ground,Flat,Clear,22.0,31.0,SE,8.0,
2011,0.01,A,50.022771,-114.040454,Recreation,Campers,Cooking,Unsafe Fire,5/21/2011 8:00,0.0,Surface,Flat,Cloudy,11.0,68.0,SW,3.0,
2011,0.3,B,57.254783,-112.53645,Lightning,,,,6/19/2011 18:40,1.0,Surface,Flat,Clear,24.0,55.0,NW,1.0,0.5
2011,0.01,A,52.396917,-115.195367,Resident,Resident,Refuse,Burning Substance,7/1/2011 10:00,0.0,Surface,Flat,CB Dry,22.0,30.0,CLM,0.0,
2011,0.01,A,51.843962,-114.865665,Resident,Resident,Brush,Burning Substance,7/1/2011 7:00,0.0,Surface,Bottom,Cloudy,14.0,52.0,NW,5.0,
2011,0.1,A,56.772267,-110.58415,Lightning,,,,5/20/2011 16:15,1.0,Surface,Flat,CB Wet,20.0,36.0,W,5.0,0.1
2011,0.01,A,53.756567,-116.47545,Recreation,Campers,Cooking,Abandoned Fire,5/20/2011 7:00,0.0,Surface,Flat,Cloudy,26.0,15.0,SW,3.0,
2011,0.01,A,57.39815,-113.68605,Lightning,,,,5/21/2011 14:00,0.0,Ground,Flat,Rainshowers,21.0,35.0,CLM,0.0,2.0
2011,0.01,A,55.0679,-110.8012,Lightning,,,,5/22/2011 13:00,0.5,Ground,Flat,CB Wet,14.0,100.0,SE,10.0,3.2
2011,0.4,B,55.097133,-110.2227,Lightning,,,,5/23/2011 17:30,2.0,Crown,Flat,CB Dry,11.0,37.0,NW,5.0,0.1
2011,0.1,A,56.67065,-114.577483,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/24/2011 15:00,0.0,Surface,Flat,Clear,17.0,22.0,N,5.0,
2011,1.1,B,56.604736,-116.07449,Lightning,,,,5/23/2011 17:00,0.5,Surface,Flat,Clear,18.0,20.0,S,10.0,1.0
2011,1.5,B,56.587083,-110.898967,Recreation,Boat/canoe/kayak,Cooking,Unsafe Fire,5/27/2011 12:00,5.0,Surface,Lower 1/3,Cloudy,22.0,25.0,N,10.0,0.1
2011,0.01,A,56.489383,-116.45345,Resident,Resident,Unclassified,Unpredictable Event,5/29/2011 12:00,0.0,Ground,Flat,CB Dry,21.0,35.0,SE,5.0,
2011,0.5,B,57.364617,-110.680533,Lightning,,,,6/1/2011 18:00,1.0,Ground,Flat,CB Wet,18.0,50.0,NW,10.0,
2011,0.01,A,55.566333,-112.749333,Lightning,,,,6/2/2011 14:06,0.0,Surface,Middle 1/3,Clear,20.0,50.0,CLM,0.0,
2011,0.01,A,58.166508,-116.347715,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,6/2/2011 23:00,0.0,Crown,Flat,Rainshowers,4.0,100.0,N,40.0,
2011,0.03,A,57.093733,-113.041517,Lightning,,,,6/3/2011 15:00,0.5,Surface,Flat,Clear,16.0,30.0,SE,27.0,0.1
2010,0.5,B,59.234183,-116.055417,Lightning,,,,7/21/2010 14:00,0.0,Surface,Flat,CB Wet,21.0,100.0,E,10.0,
2010,0.25,B,59.33085,-118.319117,Lightning,,,,7/21/2010 16:00,0.3,Surface,Flat,Cloudy,21.0,38.0,CLM,0.0,2.0
2010,0.2,B,58.16505,-114.858283,Restart,,,,7/21/2010 19:00,0.0,Ground,Flat,Clear,27.0,50.0,E,5.0,3.0
2010,0.01,A,56.37585,-112.2099,Lightning,,,,7/22/2010 16:00,1.0,Surface,Flat,CB Dry,24.0,60.0,NW,5.0,2.0
2010,0.5,B,56.286717,-112.244517,Lightning,,,,7/22/2010 17:00,0.1,Surface,Flat,CB Wet,24.0,60.0,NW,10.0,5.0
2010,0.1,A,56.361033,-112.250033,Lightning,,,,7/22/2010 17:00,0.1,Surface,Flat,CB Dry,24.0,49.0,S,5.0,
2010,6.0,C,56.5575,-112.799833,Lightning,,,,7/22/2010 17:00,5.0,Surface,Flat,CB Dry,25.0,35.0,SE,10.0,2.0
2010,0.3,B,56.5765,-112.8585,Lightning,,,,7/22/2010 18:00,0.0,Ground,Flat,Cloudy,22.0,48.0,SW,5.0,
2010,0.01,A,56.43865,-112.587617,Lightning,,,,7/22/2010 19:00,0.0,Ground,Upper 1/3,Clear,24.0,50.0,NW,5.0,3.0
2010,0.01,A,59.903333,-111.801667,Lightning,,,,7/22/2010 19:00,0.0,Surface,Flat,Clear,28.0,30.0,SW,5.0,0.3
2010,138.7,D,59.896523,-111.404715,Lightning,,,,7/21/2010 12:00,0.1,Surface,Flat,Cloudy,28.0,46.0,SE,5.0,
2010,0.75,B,59.747,-111.342,Lightning,,,,7/20/2010 20:00,0.1,Surface,Upper 1/3,Clear,23.0,40.0,SW,5.0,1.0
2010,0.01,A,54.11835,-115.521767,Lightning,,,,7/22/2010 20:00,0.0,Crown,Middle 1/3,CB Wet,15.0,90.0,CLM,0.0,
2010,8.6,C,59.2822,-117.247733,Lightning,,,,7/23/2010 15:00,5.0,Crown,Flat,Cloudy,22.0,50.0,SW,5.0,1.5
2010,0.2,B,54.819283,-119.7206,Lightning,,,,7/30/2010 15:30,0.1,Surface,Flat,Clear,20.0,35.0,CLM,0.0,1.0
2010,0.01,A,55.315556,-117.956944,Resident,Resident,Piles,Permit Related,8/2/2010 18:30,0.1,Surface,Flat,Cloudy,14.0,80.0,NW,13.0,
2010,0.5,B,55.281817,-116.872333,Resident,Mechanized Travel,Vehicle Trans.,Unpredictable Event,10/19/2010 15:50,5.0,Surface,Flat,Cloudy,8.0,40.0,NW,5.0,
2011,0.6,B,56.475183,-110.323517,Lightning,,,,6/10/2011 17:00,5.0,Surface,Flat,CB Wet,20.0,50.0,CLM,0.0,1.5
2011,0.5,B,58.45105,-115.386817,Lightning,,,,6/12/2011 15:32,0.5,Surface,Flat,Rainshowers,17.0,70.0,N,8.0,0.0
2011,0.1,A,56.001567,-110.351033,Lightning,,,,6/13/2011 1:00,1.0,Surface,Flat,Cloudy,25.0,48.0,CLM,0.0,0.5
2011,0.01,A,56.5557,-111.3242,Undetermined,,,,6/13/2011 22:00,0.1,Surface,Flat,Clear,17.0,63.0,CLM,0.0,
2011,20024.4,E,59.945883,-110.41335,Lightning,,,,6/14/2011 12:55,3.0,Surface,Flat,Clear,25.0,25.0,NW,15.0,0.4
2011,0.01,A,57.732767,-113.8587,Lightning,,,,6/14/2011 16:45,1.0,Ground,Flat,Rainshowers,20.0,81.0,CLM,0.0,0.4
2011,0.01,A,49.412967,-114.3383,Recreation,Campers,Cooking,Unattended Fire,6/27/2011 10:00,0.0,Surface,Flat,Clear,21.0,31.0,SW,6.0,
2011,72.4,D,57.115217,-115.16435,Lightning,,,,7/1/2011 20:00,7.0,Crown,Flat,Clear,20.0,22.0,S,25.0,1.0
2011,0.01,A,55.8021,-112.384033,Lightning,,,,7/3/2011 17:00,0.0,Ground,Flat,Cloudy,18.0,48.0,N,5.0,10.0
2011,0.01,A,58.21075,-116.633867,Lightning,,,,7/4/2011 16:00,0.0,Surface,Flat,Cloudy,21.0,40.0,W,2.0,4.0
2011,0.01,A,52.3664,-115.307483,Power Line Industry,Maintenance/Service,Power Lines,Burning Substance,7/5/2011 9:50,0.0,Surface,Flat,Clear,21.0,40.0,SW,5.0,
2011,0.5,B,54.46009,-113.715966,Resident,Resident,Brush,Abandoned Fire,5/10/2011 18:00,0.0,Surface,Flat,Clear,20.0,24.0,SE,20.0,
2011,0.01,A,57.906717,-117.639217,Resident,Resident,Grass,Permit Related,7/6/2011 8:00,0.0,Ground,Flat,Clear,24.0,46.0,SW,5.0,
2010,0.05,A,54.739667,-114.211667,Lightning,,,,7/29/2010 19:45,2.0,Surface,Flat,Cloudy,18.0,58.0,CLM,0.0,
2010,0.1,A,56.890433,-118.513517,Lightning,,,,7/22/2010 15:36,0.1,Ground,Bottom,Cloudy,26.0,48.0,NW,2.0,0.5
2010,0.01,A,56.727133,-118.544933,Lightning,,,,7/29/2010 16:17,0.0,Surface,Flat,Cloudy,28.0,47.0,NW,7.0,
2010,0.1,A,56.731083,-116.845733,Lightning,,,,7/20/2010 16:33,0.1,Ground,Flat,Clear,20.0,60.0,CLM,0.0,1.5
2010,0.1,A,56.72145,-116.848217,Lightning,,,,7/20/2010 16:39,0.1,Ground,Flat,Clear,22.0,45.0,W,5.0,1.7
2010,0.6,B,52.397401,-115.910077,Recreation,ATV Users,Cooking,Abandoned Fire,11/5/2010 8:00,0.5,Surface,Upper 1/3,Cloudy,7.0,30.0,E,10.0,
2011,0.1,A,58.467346,-114.52339,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,4/29/2011 13:00,0.5,Surface,Flat,Cloudy,13.6,36.0,NE,12.0,
2011,1.1,B,55.905171,-115.62278,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/7/2011 22:40,0.1,Surface,Flat,Clear,5.0,60.0,E,10.0,
2011,305.8,E,54.239167,-115.663333,Recreation,ATV Users,Cooking,Unsafe Fire,5/11/2011 17:40,15.0,Surface,Flat,Clear,20.0,24.0,SE,17.0,1.5
2011,2.9,B,57.376799,-111.57569,Oil & Gas Industry,Contractors or Agents,Piles,Unattended Fire,5/12/2011 13:00,1.0,Surface,Flat,Clear,18.0,35.0,W,15.0,
2011,0.4,B,55.345283,-116.520133,Recreation,Others (explain in remarks),All Terrain Vehicles,Hot Exhaust,5/13/2011 17:55,0.0,Surface,Flat,Clear,17.8,35.0,E,9.0,
2011,0.4,B,55.907383,-110.74435,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/13/2011 21:50,1.0,Surface,Flat,Clear,8.0,60.0,SE,4.0,
2011,0.01,A,54.6648,-111.9101,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/13/2011 22:30,0.0,Surface,Flat,Clear,8.0,67.0,S,10.0,
2011,0.4,B,53.5713,-115.424817,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2010 11:05,0.0,Surface,Upper 1/3,Clear,19.0,27.0,W,20.0,
2011,0.4,B,53.594833,-116.311833,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 11:38,1.0,Surface,Flat,Clear,20.0,25.0,W,50.0,
2011,0.01,A,53.8733,-115.9264,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 11:50,0.0,Surface,Flat,Cloudy,21.0,27.0,NE,5.0,
2011,0.2,B,53.316033,-115.83415,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/14/2011 12:00,0.1,Surface,Bottom,Clear,20.0,25.0,S,25.0,
2011,0.01,A,50.80965,-114.828933,Recreation,Campers,Cooking,Abandoned Fire,5/18/2011 17:30,,,,,,,,,
2011,0.1,A,50.427683,-114.442583,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/18/2011 22:00,0.0,Surface,Upper 1/3,Rainshowers,-2.0,86.0,W,2.0,
2011,0.01,A,58.456617,-114.540638,Recreation,Others (explain in remarks),Cooking,Abandoned Fire,6/6/2011 13:00,0.0,Surface,Flat,Clear,20.0,40.0,NE,5.0,
2011,0.01,A,57.707867,-112.7088,Lightning,,,,6/6/2011 13:30,0.0,Ground,Flat,Clear,21.0,25.0,NW,5.0,5.0
2011,0.01,A,56.904817,-116.12305,Recreation,Campers,Cooking,Abandoned Fire,6/6/2011 18:00,0.0,Surface,Flat,Clear,16.0,40.0,N,16.0,
2011,0.01,A,55.241967,-118.215417,Resident,Resident,Piles,Permit Related,6/9/2011 23:59,0.0,Surface,Flat,Clear,18.0,57.0,W,10.0,
2011,0.1,A,55.636733,-118.985817,Resident,Resident,Grass,Permit Related,6/11/2011 18:00,0.0,Surface,Flat,CB Wet,17.0,65.0,E,10.0,
2011,0.01,A,57.135,-111.606667,Power Line Industry,Others (explain in remarks),Power Lines,Unpredictable Event,6/12/2011 11:00,0.0,Surface,Flat,Clear,22.0,30.0,S,5.0,
2011,0.01,A,50.906917,-114.6617,Recreation,Campers,Cooking,Unsafe Fire,6/12/2011 12:00,0.0,Surface,Flat,Rainshowers,18.0,80.0,W,10.0,
2011,0.01,A,56.002533,-110.353817,Lightning,,,,6/13/2011 1:00,0.0,Surface,Flat,Cloudy,25.0,48.0,CLM,0.0,0.6
2010,0.93,B,55.1157,-115.302467,Forest Industry,Operators,Brush,Unattended Fire,11/10/2010 15:00,1.0,Surface,Flat,Clear,4.0,52.0,NW,5.0,
2011,9.0,C,55.329503,-115.796945,Resident,Resident,Grass,Permit Related,4/20/2011 14:40,0.1,Surface,Flat,Cloudy,7.0,33.0,N,8.0,
2011,0.01,A,53.569817,-115.765483,Resident,Resident,Piles,Abandoned Fire,1/22/2011 10:00,0.0,Surface,Bottom,Cloudy,16.0,30.0,W,4.0,
2011,5.9,C,54.745033,-117.28875,Resident,Resident,Piles,Abandoned Fire,5/14/2011 12:17,1.0,Surface,Flat,Clear,23.0,33.0,SW,30.0,4.0
2011,0.01,A,53.557316,-117.210196,Resident,Resident,Grass,Permit Related,2/1/2011 9:00,0.0,Surface,Flat,Clear,18.0,28.0,E,5.0,
2011,15.0,C,54.037567,-117.010567,Lightning,,,,5/16/2011 12:00,1.0,Surface,Lower 1/3,Clear,24.0,34.0,SE,20.0,1.6
2011,0.1,A,54.165733,-116.873067,Lightning,,,,5/17/2011 8:00,0.0,Surface,Flat,Clear,17.0,45.0,SE,10.0,5.0
2011,0.18,B,58.9759,-119.0605,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/17/2011 21:30,0.0,Surface,Flat,Cloudy,13.9,48.0,CLM,0.0,
2011,0.1,A,54.932,-115.2817,Power Line Industry,Animal(s),Power Lines,Unattended Fire,5/21/2011 15:05,0.0,Surface,Flat,Cloudy,24.5,31.0,S,15.0,
2011,0.1,A,55.609117,-114.976233,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,5/21/2011 18:18,0.0,Ground,Flat,Cloudy,17.0,45.0,CLM,0.0,1.0
2011,0.3,B,55.946,-113.753667,Resident,Resident,Grass,Permit Related,5/25/2011 12:25,2.0,Surface,Flat,Cloudy,19.0,22.0,SE,10.0,
2011,0.01,A,53.207233,-115.41595,Lightning,,,,6/6/2011 16:15,0.0,Surface,Flat,Rainshowers,12.0,72.0,E,3.0,
2011,0.01,A,53.660974,-115.99678,Resident,Resident,Brush,Permit Related,6/23/2011 16:15,0.0,Surface,Flat,Cloudy,15.0,34.0,W,5.0,
2011,0.01,A,59.983333,-111.85,Lightning,,,,7/10/2011 17:00,0.0,Surface,Flat,CB Dry,23.0,0.0,NE,10.0,
2011,0.01,A,49.606133,-114.381567,Recreation,Campers,Cooking,Unattended Fire,7/16/2011 18:00,0.0,Surface,Flat,Clear,25.0,40.0,CLM,0.0,
2011,0.2,B,58.5667,-117.041633,Resident,Resident,Refuse,Unattended Fire,7/7/2011 10:00,1.0,Surface,Flat,Clear,25.0,41.0,E,11.0,
2011,0.5,B,58.671433,-116.768733,Lightning,,,,7/5/2011 16:30,0.5,Surface,Flat,Clear,19.0,60.0,N,10.0,3.2
2011,0.01,A,55.923567,-110.693583,Resident,Resident,Refuse,Burning Substance,7/12/2011 13:42,0.0,Surface,Flat,Cloudy,23.0,45.0,SW,5.0,
2011,0.01,A,49.614883,-114.44525,Recreation,Campers,Cooking,Abandoned Fire,7/17/2011 8:00,,,,,,,,,
2011,0.01,A,51.63345,-115.109283,Recreation,Campers,Cooking,Abandoned Fire,7/18/2011 8:00,,,,,,,,,
2011,0.4,B,56.978217,-110.920583,Lightning,,,,7/18/2011 15:30,1.0,Surface,Flat,Cloudy,24.0,70.0,SE,14.0,0.2
2011,0.01,A,52.759582,-115.336854,Resident,Resident,Refuse,Burning Substance,7/21/2011 10:00,0.0,Surface,Flat,Cloudy,15.5,64.0,NW,10.0,
2011,0.01,A,52.44113,-115.503057,Resident,Resident,Piles,Burning Substance,7/23/2011 14:00,0.0,Surface,Lower 1/3,Cloudy,18.0,60.0,SW,5.0,
2011,0.01,A,49.606067,-114.391317,Recreation,Campers,Cooking,Abandoned Fire,7/28/2011 18:00,,,,,,,,,
2011,0.01,A,57.408567,-110.5616,Lightning,,,,7/29/2011 14:30,1.0,Surface,Flat,CB Dry,14.0,70.0,S,10.0,4.8
2011,0.1,A,56.933333,-117.816667,Lightning,,,,8/5/2011 17:08,0.1,Surface,Flat,CB Wet,17.0,60.0,W,20.0,
2010,0.02,A,55.620833,-119.5612,Lightning,,,,7/28/2010 23:41,0.0,Surface,Flat,Cloudy,17.0,68.0,CLM,0.0,2.5
2010,0.1,A,55.624967,-119.543583,Lightning,,,,7/28/2010 22:42,0.0,Surface,Middle 1/3,Clear,21.0,40.0,CLM,0.0,1.5
2010,0.1,A,58.528417,-115.158067,Resident,Resident,Refuse,Burning Substance,9/3/2010 15:00,0.0,Surface,Flat,Cloudy,18.0,65.0,NE,5.0,
2010,0.6,B,52.29175,-116.37295,Recreation,Campers,Cooking,Abandoned Fire,10/19/2010 12:00,1.0,Ground,Middle 1/3,Cloudy,14.0,54.0,S,8.0,
2010,1.5,B,55.4024,-115.354183,Recreation,ATV Users,All Terrain Vehicles,Hot Exhaust,11/13/2010 2:00,1.0,Surface,Flat,Clear,4.0,52.0,W,5.0,
2010,12.3,C,55.631317,-115.967567,Resident,Resident,Brush,Burning Substance,11/1/2010 12:00,0.0,Surface,Flat,Clear,9.0,40.0,W,30.0,
2010,0.4,B,55.16555,-116.8056,Recreation,Hunters,All Terrain Vehicles,Hot Exhaust,11/12/2010 16:00,0.0,Surface,Flat,Clear,4.0,50.0,CLM,0.0,
2010,0.01,A,56.392767,-117.122917,Recreation,Hunters,Cooking,Abandoned Fire,11/6/2010 12:00,0.0,Ground,Flat,Cloudy,-18.0,85.0,CLM,0.0,
2010,0.01,A,55.843983,-116.6282,Restart,,,,11/15/2010 12:00,0.0,Ground,Flat,Clear,-17.0,30.0,CLM,0.0,
2011,0.1,A,55.938567,-110.719217,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 12:22,1.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.03,A,55.9378,-110.719717,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 12:39,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.02,A,55.90585,-110.746167,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 12:52,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.02,A,55.927767,-110.72335,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 13:03,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.08,A,55.938183,-110.719833,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 13:21,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.03,A,55.94035,-110.717117,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 13:25,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.5,B,55.9387,-110.720467,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 13:47,0.0,Surface,Flat,Clear,5.0,45.0,CLM,0.0,
2011,0.02,A,55.92335,-110.733383,Resident,Resident,Traditional Burning,Permit Related,4/13/2011 14:38,0.0,Surface,Lower 1/3,Clear,7.0,43.0,CLM,0.0,
2011,2827.1,E,59.334467,-111.391083,Lightning,,,,6/21/2011 12:00,1.0,Surface,Flat,Clear,25.0,32.0,E,20.0,
2011,23.6,C,58.685767,-119.402117,Lightning,,,,6/25/2011 15:00,5.0,Ground,Flat,CB Dry,27.0,26.0,N,5.0,0.5
2011,10147.0,E,59.6651,-115.954417,Lightning,,,,6/28/2011 18:00,0.5,Surface,Flat,Cloudy,17.0,45.0,S,28.0,
2011,30.9,C,59.927333,-118.93125,Lightning,,,,6/28/2011 16:00,5.0,Surface,Flat,Cloudy,16.0,35.0,W,28.0,
2011,0.1,A,57.2918,-119.1482,Lightning,,,,6/30/2011 18:09,0.0,Surface,Middle 1/3,Clear,13.0,65.0,E,5.0,1.5
2011,0.01,A,51.4045,-115.05465,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 12:00,,,,,,,,,
2011,0.01,A,51.4039,-115.062967,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.627783,-115.073533,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,49.658933,-114.5379,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.266233,-114.967533,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.391567,-115.105817,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.632917,-115.09815,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.600683,-115.012217,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.634567,-115.1041,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.392817,-115.089033,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,50.852617,-114.618217,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,51.392883,-115.090683,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,50.265167,-114.315283,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,50.26475,-114.31535,Recreation,Campers,Cooking,Abandoned Fire,7/3/2011 8:00,,,,,,,,,
2011,0.01,A,57.593017,-110.424217,Lightning,,,,7/3/2011 15:30,0.0,Surface,Flat,CB Dry,25.0,37.0,SE,25.0,0.4
2010,0.2,B,54.320833,-118.716389,Lightning,,,,7/21/2010 15:00,1.0,Surface,Flat,Rainshowers,15.0,40.0,W,3.0,1.0
2010,0.1,A,54.451,-118.710833,Lightning,,,,7/21/2010 15:00,0.0,Surface,Flat,Cloudy,15.0,50.0,CLM,0.0,
2010,0.04,A,55.636783,-116.406833,Undetermined,,,,7/23/2010 13:45,0.0,Surface,Upper 1/3,Cloudy,23.0,45.0,SW,10.0,
2010,0.84,B,54.897983,-114.4908,Lightning,,,,7/25/2010 12:00,0.5,Surface,Flat,Clear,25.0,48.0,SE,5.0,3.0
2010,0.02,A,56.851883,-118.139283,Lightning,,,,7/30/2010 20:37,0.0,Surface,Flat,Clear,23.0,35.0,W,15.0,4.0
2010,0.03,A,56.48425,-114.50005,Recreation,,,,8/1/2010 13:00,0.0,Ground,Flat,CB Dry,22.0,40.0,NW,20.0,
2010,0.3,B,53.638167,-116.648383,Lightning,,,,8/7/2010 20:00,0.0,Surface,Flat,Clear,12.0,60.0,CLM,0.0,
2010,0.1,A,58.47465,-114.509617,Resident,Resident,Refuse,Burning Substance,8/10/2010 12:00,0.0,Surface,Flat,Cloudy,21.0,45.0,W,5.0,
2010,0.1,A,56.3519,-116.179467,Lightning,,,,7/22/2010 20:29,0.0,Surface,Flat,Cloudy,26.0,40.0,NW,20.0,1.0
2010,0.01,A,54.983783,-115.2455,Power Line Industry,Maintenance/Service,Power Lines,Insufficient Buffer,11/2/2010 17:55,0.0,Surface,Flat,Clear,11.0,42.0,W,15.0,
2011,0.01,A,53.8022,-116.067833,Resident,Resident,Piles,Abandoned Fire,11/5/2010 10:00,0.0,Surface,Bottom,Cloudy,19.0,19.0,SW,8.0,
2011,0.03,A,55.93295,-110.722817,Incendiary,Others (explain in remarks),Lighting Fires,Arson Suspected,5/8/2011 13:50,2.0,Surface,Flat,Clear,19.0,40.0,N,2.0,
2011,0.01,A,55.926217,-110.696617,Resident,Resident,Refuse,Permit Related,5/8/2011 14:20,1.0,Surface,Flat,Clear,19.0,40.0,N,2.0,
2011,0.01,A,55.9599,-110.70555,Recreation,Campers,Cooking,Abandoned Fire,5/8/2011 17:25,1.0,Surface,Middle 1/3,Clear,16.0,35.0,SW,4.0,
2011,0.5,B,57.0675,-119.689617,Lightning,,,,8/1/2011 18:29,0.5,Crown,Flat,Cloudy,15.0,45.0,SE,10.0,0.1
2011,0.5,B,56.84755,-116.999283,Lightning,,,,8/5/2011 17:41,0.1,Surface,Flat,Cloudy,17.0,50.0,CLM,0.0,1.0
2011,2.5,B,58.750517,-119.841917,Lightning,,,,8/5/2011 17:00,1.0,Surface,Flat,CB Dry,22.0,45.0,N,8.0,0.4
2011,0.01,A,51.345917,-114.9693,Recreation,Campers,Cooking,Abandoned Fire,8/6/2011 8:00,,,,,,,,,
2011,0.01,A,51.632433,-115.101333,Recreation,Campers,Cooking,Abandoned Fire,8/6/2011 8:00,,,,,,,,,
2011,0.01,A,51.4029,-115.05465,Recreation,Campers,Cooking,Abandoned Fire,8/7/2011 12:00,,,,,,,,,
2011,0.01,A,51.40345,-115.061933,Recreation,Campers,Cooking,Abandoned Fire,8/7/2011 12:00,,,,,,,,,
