latitude,longitude,area
48.92836,-68.84686,0.2
50.23502,-66.28834,0.4
51.95983,-66.44162,36.1
48.72063,-69.46319,0.1
50.02608,-67.81374,0.4
50.26619,-66.27706,0.1
48.68735,-69.36626,6.8
48.69544,-69.36625,9.3
49.69544,-67.18605,129.4
49.70534,-67.1902,1.2
49.10761,-72.59111,0.5
48.36211,-71.55085,0.8
48.38729,-71.56167,0.8
48.92116,-72.34687,2.0
48.45714,-71.17135,0.8
48.63549,-71.19557,0.8
48.63729,-71.38128,27.9
48.48771,-71.23372,28.3
48.92206,-71.80733,1.6
48.27158,-72.06442,97.1
48.77428,-71.80058,0.6
48.66936,-71.35266,4.0
48.57195,-71.13405,0.6
48.36841,-71.16261,7.4
48.53867,-71.46333,0.6
48.46433,-71.17405,1.6
48.30036,-71.13422,0.8
48.55756,-71.53034,6.4
48.66936,-71.50163,0.2
51.11211,-70.27747,9.3
50.09233,-73.14424,64.7
48.69275,-71.58061,0.9
50.24041,-72.02146,81.1
49.31835,-71.17274,3.2
48.36121,-72.10847,0.1
50.59053,-73.09159,12.9
48.32195,-71.30764,0.4
50.53777,-73.63978,0.4
48.5054,-71.0399,3.2
48.40528,-72.65312,0.3
46.53597,-76.04542,0.1
46.27518,-74.70706,24.2
46.40168,-75.87885,1.2
46.17116,-74.62901,2.4
46.14719,-74.62643,6.0
46.1337,-76.07555,0.8
46.82105,-75.21977,4.0
46.86211,-75.31229,6.0
46.41427,-74.88536,4.0
45.82554,-75.76235,0.8
45.66936,-74.57947,2.0
45.97153,-75.54581,40.4
46.68285,-75.84981,32.3
46.89089,-75.34429,1.2
46.49671,-74.86441,4.0
46.14449,-74.62513,2.4
46.14539,-74.62124,2.0
46.872,-75.28071,3.2
46.26169,-76.00789,12.1
45.65258,-74.74228,0.4
45.8738,-74.09433,0.8
46.11391,-75.55868,8.0
45.56115,-75.53324,0.4
45.74491,-76.18557,0.8
45.61121,-75.223,0.8
46.20174,-75.96232,0.8
46.53327,-74.83692,0.8
45.66847,-74.78314,1.2
46.74671,-75.36417,40.4
46.73861,-75.33662,12.1
45.6328,-76.0985,0.6
45.69275,-76.01252,2.0
45.90708,-74.72157,36.4
45.81385,-74.6357,0.8
45.66337,-74.62163,0.8
46.13729,-74.51714,0.3
46.18285,-75.95843,0.8
46.34592,-75.91276,4.0
46.36571,-75.44266,51.7
46.1337,-74.72664,0.4
46.11481,-74.52755,0.2
46.54317,-74.88921,0.8
46.56115,-75.64312,0.2
46.05666,-76.14852,0.2
45.79587,-74.12152,0.1
46.16157,-75.51452,3.2
46.06115,-76.01075,1.2
46.01619,-75.91278,8.2
46.98861,-76.06883,4.8
48.07195,-74.7352,0.1
48.26889,-74.49189,0.2
47.8738,-76.3025,1.6
47.631,-75.71797,0.2
45.7545,-74.12542,6.0
47.08004,-76.55296,0.4
45.90708,-76.14986,16.2
45.92836,-76.1421,0.8
46.19814,-75.75668,20.2
46.01079,-74.47022,80.9
47.5045,-79.18743,9.7
48.81025,-78.81421,35.6
48.20893,-77.37078,0.4
48.75,-78.75,12.1
48.64449,-77.47414,1.8
48.24041,-76.76177,0.3
48.3765,-78.05084,0.6
48.2554,-77.9973,4.0
47.16607,-79.36772,11.3
48.73771,-79.09576,21.0
48.94095,-79.50803,37.2
48.76709,-78.49318,0.2
48.19994,-79.02936,0.4
47.94544,-79.23926,1.6
48.07195,-79.18271,3.2
48.2518,-76.31983,8.0
48.2518,-76.14776,13.9
48.22063,-79.27934,0.8
48.16936,-79.22842,5.2
49.27158,-78.05025,8.0
49.02158,-78.10358,93.0
48.18735,-77.44604,16.5
48.29497,-78.55224,0.4
48.10761,-79.14512,13.7
48.20534,-78.93523,6.2
49.58094,-75.68065,566.5
48.64539,-77.92378,1.8
48.51439,-78.01817,2.7
48.60761,-78.4456,0.2
47.55936,-78.19403,0.4
49.30036,-79.23483,2.0
48.08004,-77.49192,1.9
48.22872,-77.95275,3.2
53.7494,-78.73023,32.3
48.20174,-78.91769,0.2
48.67656,-78.32516,64.7
53.78597,-77.42693,0.8
48.89988,-78.70622,1.6
48.82644,-78.80055,2.0
52.71343,-78.10729,4976.8
48.76439,-79.16257,1.6
48.07195,-78.82257,0.2
48.35402,-79.06439,1.2
48.86211,-77.65163,8.0
46.77878,-78.87858,0.4
53.77068,-77.51029,3.2
48.98502,-78.87281,0.8
52.01439,-76.69155,0.8
48.10222,-78.9394,0.8
53.73861,-76.03468,0.2
54.27788,-79.122,137.5
47.90528,-79.39923,0.8
48.15978,-79.1424,0.1
48.22063,-78.10323,0.1
48.06205,-79.41926,1.6
53.67116,-78.40149,32.3
53.73142,-77.86802,3.2
53.77878,-77.47565,80.9
53.79227,-77.46955,22298.1
53.38729,-76.96683,21124.5
50.42836,-77.47741,2.0
48.97782,-79.37008,13.3
52.80036,-77.32143,0.4
49.03867,-77.96022,0.1
