latitude,longitude,area
46.90978,-76.44076,4.0
46.37021,-75.89972,0.1
46.07644,-75.58759,0.2
45.93196,-76.14081,0.1
45.96973,-74.11103,1.0
46.06295,-73.73315,1.0
46.34143,-75.91406,1.5
46.31115,-75.04558,1.0
45.75719,-74.18942,1.2
45.48861,-76.26919,1.5
46.15528,-74.73053,0.9
46.01529,-74.07945,0.1
45.59233,-76.10369,1.0
46.08004,-74.35055,1.0
46.16607,-74.86602,0.3
46.18645,-77.51708,0.1
46.6319,-75.92797,0.1
46.04497,-74.10059,0.2
46.05756,-73.73186,0.1
46.35582,-74.89061,1.9
46.35582,-74.88539,0.1
46.35582,-74.8867,0.1
46.35672,-74.8867,0.3
46.35672,-74.888,0.1
46.35582,-74.888,0.4
46.60582,-74.88918,0.1
46.35582,-74.89191,0.1
46.35582,-74.89321,0.1
46.35492,-74.89321,0.1
46.35402,-74.89582,0.1
46.35402,-74.89842,0.4
46.60761,-77.68978,7.0
46.69455,-78.05711,1.5
46.14269,-73.88032,0.8
46.40798,-76.78508,0.1
48.11121,-75.18804,2.0
46.50899,-74.86963,2.0
46.05576,-74.19168,0.2
46.01439,-74.77894,0.3
46.0063,-75.80096,1.0
46.80126,-76.08333,0.8
46.15618,-74.86473,0.2
46.92026,-77.20392,1.0
46.61841,-77.15488,0.1
46.83423,-76.19742,1.5
45.94365,-74.91279,0.2
45.68285,-76.17791,0.4
48.86751,-78.86335,0.2
48.26799,-79.10992,0.4
48.19005,-77.75374,0.1
48.09413,-78.89378,0.2
48.0009,-79.22312,3.0
48.03327,-79.29971,1.0
48.70354,-79.12579,5.0
48.86751,-79.18848,5.0
48.83513,-78.79371,4.7
48.30306,-78.08825,2.2
48.6274,-79.07925,3.5
48.21883,-78.96221,2.0
48.76439,-79.00966,1.1
48.22242,-77.83568,0.9
47.91757,-79.23927,7.0
48.22962,-77.973,0.2
48.21973,-77.90047,0.9
48.58513,-77.45242,0.1
48.76799,-79.17632,1.0
48.49491,-77.67943,3.2
48.31835,-79.03735,6.3
48.10851,-79.1532,0.1
48.40618,-77.25205,0.4
48.6292,-78.68605,13.9
48.44814,-77.61921,4.7
48.8783,-79.36197,0.7
48.61031,-79.23368,0.8
49.06475,-79.22529,13.9
47.01799,-78.76738,2.8
48.17476,-79.35328,1.1
48.17386,-79.36407,8.4
47.00989,-78.77662,0.3
48.1274,-77.75653,0.4
48.3729,-77.22969,4.2
48.55576,-78.23234,3.5
48.19724,-79.02802,3.0
47.58513,-78.686,0.4
48.97332,-79.42465,3.7
47.59862,-78.59865,0.1
48.64898,-75.16697,2.1
48.22962,-78.9811,0.3
48.20534,-78.27531,1.5
48.88549,-79.27042,0.8
48.94814,-79.44933,0.2
47.45624,-79.28412,1.4
48.35941,-78.71075,2.8
48.71613,-79.45229,0.2
48.45804,-78.36378,2.0
53.47782,-76.68502,2.8
53.77518,-73.65754,10.0
48.8837,-79.51222,0.1
53.82824,-73.52086,1.5
48.73502,-78.89076,2.0
48.93915,-79.49315,2.6
49.81295,-77.66249,0.1
48.63729,-78.47686,1.9
50.55036,-77.44055,7500.0
47.94005,-79.26218,6.0
48.22153,-78.68116,0.1
48.24581,-76.76311,7.6
51.57105,-78.05005,338.0
47.63549,-79.32933,1.1
48.03777,-79.17333,0.7
49.04587,-75.92728,0.2
51.46073,-77.8088,4855.0
48.30666,-79.19592,0.5
47.76169,-78.22191,0.8
48.07644,-79.17059,0.4
47.67116,-79.31464,0.7
48.35941,-78.71075,0.0
48.1256,-77.75519,7.5
48.48142,-77.78449,0.1
52.21973,-76.60942,45.0
48.81115,-79.22269,1.1
47.38999,-78.64674,0.2
49.14269,-76.87817,175.0
48.49581,-78.39767,0.4
49.65528,-77.68749,3.1
50.60761,-75.59298,1.5
48.97962,-77.03538,0.4
48.36391,-78.18097,0.2
48.55486,-78.03034,0.6
48.6238,-79.17789,0.1
48.98052,-77.15982,4.2
48.60582,-77.80613,0.8
48.59772,-77.87995,1.4
48.59952,-77.78982,1.9
47.82015,-78.86979,0.2
50.59323,-75.56492,105.0
48.33783,-78.85443,0.1
47.46883,-78.98271,0.1
50.49041,-79.1073,60.0
48.92836,-78.82512,0.3
53.52698,-76.42587,6.5
48.06025,-77.35746,0.3
46.86031,-78.46449,0.3
49.00989,-79.28535,0.1
48.98861,-75.67874,32.0
51.32464,-78.5085,18.0
50.14629,-78.64702,17.0
50.34592,-76.42954,5.0
50.43465,-78.37431,85.0
53.57644,-76.05304,24.0
51.81295,-76.56006,1560.0
53.86121,-77.84804,30.0
51.19724,-78.42681,11.0
54.16757,-73.13594,40.0
53.6238,-75.80149,20.0
54.32195,-78.31791,7000.0
54.08963,-78.0992,80.0
53.79676,-73.52395,0.9
54.29227,-75.15896,1.9
54.32554,-75.67289,0.2
54.29497,-75.97997,4.0
54.6283,-78.5243,6.0
54.47063,-78.61095,190.0
54.13729,-78.14211,2.0
54.13459,-77.71163,45.0
54.17476,-77.34445,12.0
50.89359,-77.99715,1.5
50.92116,-78.36674,15.0
50.96163,-78.20145,28.0
54.91757,-77.68428,20.0
55.04856,-76.368,484.0
54.881,-77.67965,60.0
55.08184,-77.21386,250.0
53.09413,-75.05787,9.0
54.04676,-75.37071,3.8
51.40798,-76.00836,216.0
53.08184,-75.0978,0.4
48.64089,-79.40033,2.3
49.64808,-79.27778,4.0
54.74761,-73.71884,12.0
49.77428,-77.61514,0.1
53.6328,-73.87572,2.5
47.06295,-70.07013,2.2
47.3783,-68.72742,0.4
47.92926,-68.68826,6.3
47.78957,-69.4073,0.1
47.75719,-69.30925,0.1
48.51259,-64.75595,0.4
48.02698,-67.75534,6.0
48.01799,-66.83465,0.4
47.1238,-70.20506,9.3
48.32554,-68.83551,0.5
45.08603,-73.71816,0.2
45.22512,-71.91028,0.1
45.77518,-71.07947,1.0
45.38819,-72.57309,0.6
45.83423,-72.27783,0.1
45.93735,-70.95345,0.1
46.43915,-70.94127,3.0
45.45804,-74.24359,0.1
46.14719,-72.30607,4.0
46.3756,-71.86192,0.2
46.28058,-70.3021,10.0
46.27338,-70.38804,0.1
46.31385,-70.32161,0.1
46.85402,-70.9474,0.1
46.61391,-71.3787,0.5
45.86211,-72.40117,0.1
45.23951,-74.34387,1.9
46.6301,-71.33809,0.3
46.60582,-71.26134,0.2
46.51529,-71.15229,3.9
46.11931,-70.28144,1.0
46.01169,-70.61876,1.0
46.19544,-70.30345,1.0
45.24761,-71.83206,1.0
46.81745,-70.38381,2.6
46.56115,-71.27578,0.1
45.95084,-72.70343,0.4
45.67386,-71.37419,1.1
45.45534,-71.77051,0.7
46.89179,-70.73552,0.2
46.56565,-71.26401,0.5
46.70714,-70.48951,0.1
46.70714,-70.46066,0.2
46.69275,-70.43313,0.1
45.03417,-72.38612,3.0
46.07644,-72.75555,1.2
45.66427,-70.75484,0.6
45.93735,-72.69569,4.0
46.38729,-70.83073,0.6
45.03687,-72.43891,0.1
45.78417,-71.34316,0.1
46.97512,-70.45519,2.0
46.77968,-70.32677,0.8
45.85582,-72.3818,0.1
45.03507,-72.3874,0.1
45.50809,-71.82307,0.1
45.95084,-70.8895,0.6
45.48052,-72.441,0.5
45.02158,-71.81043,0.1
46.11571,-70.72665,0.1
46.18465,-70.58203,0.6
45.03417,-72.38994,0.3
45.03238,-72.38613,0.2
45.03058,-72.39122,0.4
45.03148,-72.3874,0.5
45.03238,-72.3874,1.0
46.64629,-71.24083,0.1
45.10492,-73.53364,0.2
45.39449,-71.12184,0.1
46.52158,-71.117,1.1
46.55936,-70.78494,2.0
45.98142,-72.46765,0.6
46.19544,-71.00278,0.1
46.63639,-70.80714,0.1
46.30216,-71.02215,0.1
46.78597,-70.76766,0.1
46.77518,-70.73949,0.1
47.02698,-70.45514,0.5
46.03597,-73.25,12.1
46.18465,-73.73311,0.9
46.8738,-71.53203,0.8
46.08274,-73.50943,0.3
46.70174,-71.88782,0.3
46.47512,-73.16405,0.1
45.97332,-73.24871,8.2
46.39539,-72.76031,1.5
46.33783,-73.23567,0.8
46.66427,-73.9253,0.4
46.19005,-73.69414,0.1
47.05756,-70.8797,0.2
46.32374,-73.27473,0.2
46.47332,-72.69646,9.7
47.04407,-72.21569,1.5
46.85222,-71.40483,0.5
46.98951,-71.57015,2.0
47.0027,-72.17615,0.7
46.77698,-72.49475,1.4
46.7554,-72.50589,23.7
46.40888,-72.66406,56.0
46.95983,-71.13372,0.4
47.16757,-70.81349,4.7
46.43825,-72.94649,2.9
46.39629,-73.31508,0.2
47.34952,-72.79219,0.2
46.58423,-72.90096,5.5
47.66427,-73.14931,0.5
46.99131,-71.31092,0.1
46.19185,-73.65497,0.2
48.27968,-70.8009,1.0
45.99581,-73.31909,1.0
46.32734,-73.07812,38.9
46.79317,-72.05443,4.5
46.6292,-72.59071,1.5
46.53058,-72.57288,9.9
47.71163,-70.2518,0.5
46.79227,-72.0124,11.2
46.86571,-71.87326,0.1
47.70084,-70.10119,0.5
46.65348,-73.90356,0.1
46.67566,-73.93184,0.1
46.45983,-72.89578,6.4
47.21793,-74.37827,0.2
46.96523,-72.61,0.1
46.71073,-72.31628,1.1
46.77788,-72.49343,4.2
46.69994,-73.9764,0.2
46.73412,-72.36681,0.3
46.83274,-71.99211,3.1
46.16936,-73.16689,0.1
45.91427,-73.33394,0.1
46.23322,-73.64716,1.3
48.03148,-70.05913,0.2
47.56205,-71.23134,0.3
47.85402,-74.101,2.0
47.85312,-70.03777,7.7
47.08513,-70.94189,0.1
47.03417,-74.32014,0.2
48.10312,-73.85068,40.0
47.89359,-72.7998,0.9
47.89089,-72.79846,34.0
47.98591,-70.34142,0.2
47.48232,-72.20875,0.4
46.26709,-73.71097,0.9
48.0045,-70.63575,0.1
48.66757,-74.09177,0.2
47.73322,-72.45989,0.1
48.06475,-70.56046,0.4
48.17116,-70.51726,0.2
48.15708,-70.49865,0.3
48.25719,-73.64505,0.1
48.18285,-72.51859,0.3
46.90528,-73.83637,0.9
48.23142,-73.46625,0.3
48.20084,-72.50642,0.8
48.5054,-74.85423,4.6
46.42566,-73.83072,0.1
48.03687,-70.58199,0.5
48.06745,-70.54431,0.7
47.87021,-73.59561,0.1
48.17836,-72.4973,0.2
47.43285,-72.7642,0.1
47.67386,-70.71127,0.1
48.28148,-71.31982,3.0
47.79676,-73.01104,0.1
48.40708,-69.40989,0.2
49.28597,-67.86979,0.5
48.17386,-69.67583,2.0
48.25989,-69.63695,0.3
49.70983,-69.7791,2.0
48.96163,-68.67329,70.0
51.81385,-67.77515,1.0
50.28687,-65.18666,0.2
49.43196,-68.72787,2.0
50.58873,-68.27101,1.0
48.61481,-69.10409,0.0
49.00809,-68.67459,0.4
48.36841,-69.41261,0.9
49.09862,-68.23352,0.5
51.58513,-68.90798,0.5
50.30396,-63.85894,7.3
49.53238,-70.18487,0.1
48.8747,-70.38112,0.3
49.51259,-70.45845,15.0
50.20534,-63.75324,17.7
48.58783,-69.30342,0.3
48.622,-69.22551,2.0
49.11481,-69.92855,0.1
49.21793,-68.59645,0.1
49.49761,-70.18077,0.2
49.57015,-70.2181,0.2
49.11481,-68.50227,0.1
49.94544,-68.03163,1.6
49.52248,-70.20151,0.1
49.38459,-68.74586,0.2
48.89359,-70.32649,0.5
50.05576,-66.7444,0.4
48.90798,-70.30186,1.2
48.43735,-69.40447,0.3
48.86121,-70.37839,0.3
49.47512,-70.28766,0.2
50.18735,-61.80384,21.0
48.71523,-69.69821,0.1
48.90258,-68.94801,30.0
49.04856,-69.08571,0.1
48.80666,-72.04783,0.2
48.80666,-72.05329,1.0
48.80126,-71.91121,0.4
48.90258,-71.86468,3.9
48.59502,-71.55342,2.3
48.93375,-72.6256,5.0
48.31115,-71.20943,0.2
48.372,-71.54407,14.0
48.29407,-72.1545,1.1
48.65798,-72.43465,1.5
48.84682,-72.24317,4.0
48.54676,-72.26541,61.7
49.06925,-72.65569,1.3
48.75899,-72.35118,4.5
48.46613,-70.98644,4.4
48.99311,-72.1187,12.0
48.93645,-72.11464,14.0
48.89089,-72.1693,0.2
48.98951,-72.15296,0.3
48.92386,-72.27585,1.2
48.60582,-71.53845,0.4
48.60402,-71.63947,0.1
48.43825,-70.7134,0.1
48.60492,-71.03437,0.2
48.88909,-72.47538,4.0
48.4994,-72.28447,1.9
48.95084,-72.55047,0.3
50.92116,-73.8596,0.5
49.92566,-74.43993,3.2
49.76619,-74.82637,0.1
49.52068,-74.42242,11.1
49.02518,-72.55316,0.8
49.72602,-74.93879,4.0
50.80396,-71.40813,2.4
48.3792,-72.63552,1.2
50.32195,-72.38145,5.0
49.05756,-73.55177,2.2
50.07374,-73.5441,0.5
50.08094,-74.93693,6.5
49.79497,-74.1388,9.1
48.6265,-71.2585,0.5
50.36481,-74.51425,1.4
49.30396,-73.47379,0.8
49.99131,-74.34952,17.6
48.3792,-71.29678,0.4
49.51619,-74.24169,0.1
49.43465,-73.56259,0.1
49.31655,-70.76849,0.1
48.93465,-72.17881,0.1
49.47153,-72.88899,3.0
49.48771,-72.85022,0.5
48.89808,-72.1857,0.1
49.90798,-75.08194,32.0
49.45714,-74.24032,1.7
50.06925,-74.15686,1.3
49.70804,-71.14581,0.1
49.93106,-74.38034,0.2
49.54497,-74.71535,64.0
49.30666,-73.17414,0.4
49.10492,-73.48489,2.2
49.19095,-73.20872,9.0
49.3837,-73.97928,2.0
49.22063,-73.56543,2.7
49.65798,-71.07222,2.5
48.67386,-71.58631,0.8
48.55936,-71.28577,0.8
49.15078,-73.4285,0.1
50.13459,-73.71492,3.5
49.19634,-72.59235,1.2
49.91427,-74.35242,0.3
49.45354,-71.7085,0.1
49.67566,-71.08467,0.2
49.3801,-72.30847,0.1
49.75899,-71.04157,3.8
48.23591,-72.40992,2.3
49.61481,-74.56251,0.5
48.44455,-71.10295,0.3
49.48861,-70.84883,2.5
48.21613,-72.42442,0.1
49.77158,-70.98468,5.7
48.94904,-72.29225,1.0
49.7545,-70.89857,3.9
48.93465,-72.17471,0.3
48.92116,-72.42473,1.5
48.24761,-72.40316,0.1
49.78687,-70.25254,11.7
48.5036,-71.31026,2.3
48.99131,-71.17736,0.5
48.63999,-71.29931,5.0
48.22063,-72.43386,0.1
48.44365,-71.10837,0.2
48.39359,-72.42551,1.0
48.57644,-71.54935,3.0
48.36121,-71.30897,0.7
48.41247,-71.27507,1.5
48.41427,-71.27236,1.1
48.54856,-71.39357,1.5
49.91757,-74.7635,0.1
49.93555,-74.78024,18.0
48.96973,-71.36598,0.2
46.08693,-74.56648,0.4
46.28507,-74.73438,0.2
45.69904,-75.19463,0.7
45.64898,-75.91538,0.1
45.71973,-75.71522,0.5
46.70264,-75.37601,0.5
46.17476,-74.48961,0.5
45.74581,-76.61125,4.7
46.10941,-76.13424,0.2
45.89629,-76.99612,1.2
46.00989,-73.68526,25.0
45.84682,-74.07817,3.0
45.99581,-73.89207,3.0
46.05396,-74.52891,1.0
46.14269,-75.9377,0.1
46.11751,-74.61737,2.0
46.00809,-73.70986,1.0
45.8801,-74.14083,4.0
46.13819,-74.5862,0.2
45.83423,-76.73709,2.0
45.88729,-73.93669,1.0
45.89179,-74.10206,15.0
46.53058,-74.82418,3.0
46.09772,-74.36479,0.1
46.21433,-74.94151,0.3
45.88729,-74.39341,2.0
45.67746,-76.59845,0.1
45.85312,-75.1764,0.2
46.06925,-73.80482,3.0
46.1238,-74.58622,0.1
46.1256,-74.58881,0.1
45.71883,-76.50734,0.1
45.8792,-74.19574,2.0
46.46433,-75.63925,0.8
45.97512,-76.04969,2.0
46.24311,-74.76441,3.0
46.40798,-75.02203,3.8
46.04497,-75.94429,1.5
45.65348,-75.58818,3.5
46.02068,-73.68913,0.6
47.20714,-74.68778,1.5
46.07105,-74.3087,0.1
45.89179,-77.07429,0.1
45.97153,-73.79451,2.0
46.39359,-75.95697,1.7
46.46343,-75.65361,0.1
46.46253,-75.67167,0.2
45.95714,-73.7306,0.2
46.15618,-74.87772,0.1
47.13549,-74.60718,0.1
46.17386,-74.68117,0.1
45.95534,-74.10328,4.0
45.69814,-76.04213,0.5
45.91517,-74.1085,12.0
45.90888,-74.12143,1.5
45.93285,-74.21767,0.1
45.90888,-74.12143,1.5
46.15258,-74.27362,1.0
45.85222,-74.25199,1.5
46.90348,-77.49342,0.6
47.12021,-74.59398,0.1
46.66427,-76.91405,0.5
45.93285,-74.30747,0.3
46.22242,-74.60167,0.2
45.91847,-74.43924,1.5
45.5,-76.32692,0.1
47.14359,-74.62303,1.2
45.76619,-75.96906,0.4
45.96253,-73.75053,1.5
46.16757,-74.46883,0.3
45.94814,-76.00832,50.0
47.14179,-74.61378,10.0
48.10761,-75.20421,2.0
48.10851,-75.20286,0.3
48.10492,-75.21364,0.3
47.78597,-74.4478,29.5
45.82464,-75.89731,0.1
45.66517,-76.63836,0.1
46.42566,-76.31768,2.0
45.91247,-74.19183,0.1
48.11031,-75.17996,15.0
48.10851,-75.17862,0.1
46.05036,-75.02502,0.3
45.82105,-76.69967,0.1
45.85402,-74.77265,0.7
48.10761,-75.2096,1.0
47.23771,-76.66788,0.5
48.10761,-75.21364,1.0
48.11211,-75.18669,0.2
47.82195,-77.51235,0.3
45.88549,-76.4115,0.3
45.79587,-75.74742,0.2
48.11661,-75.36683,0.3
46.47422,-77.48172,0.1
48.44904,-75.39633,0.3
46.40348,-78.48305,0.4
47.09862,-76.76992,0.5
46.58513,-76.51267,0.1
46.23322,-74.91939,0.0
46.21253,-74.71361,0.8
46.07824,-73.65889,0.8
46.05576,-73.72538,0.5
45.67116,-74.86905,1.5
46.07644,-73.65889,3.5
46.07824,-73.66018,0.2
46.08873,-73.66407,2.0
48.09952,-78.91786,2.4
47.30936,-79.43633,0.1
48.04047,-79.2083,55.7
48.17296,-78.92044,2.4
46.74491,-78.93832,0.1
48.72962,-78.98909,1.2
47.37021,-79.07669,1.4
48.21703,-79.07119,4.0
47.53687,-78.64002,8.7
48.64629,-77.94011,0.1
48.95264,-79.34134,0.7
48.20084,-79.11404,2.7
48.76259,-79.38938,0.8
48.60582,-78.69424,0.2
46.77338,-78.98162,0.2
48.21253,-79.12618,0.8
48.05486,-79.27144,0.9
48.32644,-78.88556,0.7
48.19904,-78.95413,3.0
48.61481,-77.69831,5.2
48.67836,-77.74319,2.1
48.53867,-78.44974,0.2
48.73771,-78.82379,0.8
48.70264,-79.08197,1.9
49.00899,-79.20476,1.2
49.00989,-79.30728,0.9
48.7527,-79.0124,1.7
48.84233,-79.51228,3.7
48.45804,-78.90582,15.7
48.07015,-79.26335,0.3
48.64719,-78.26664,0.7
48.89808,-77.13657,0.8
47.55396,-79.20336,0.1
48.79047,-78.47133,2.3
48.64808,-78.69147,0.5
48.67566,-79.04247,0.5
48.32734,-78.02111,7.0
48.78777,-79.21451,4.0
48.70354,-79.35535,1.5
48.80756,-79.05739,5.2
48.40168,-77.96749,2.0
49.66157,-75.53054,6.0
48.64898,-79.42922,0.6
47.61031,-79.492,1.1
49.42746,-76.55291,0.2
50.66936,-75.1014,3.8
51.21973,-77.52159,0.3
48.51169,-79.03718,0.6
47.52698,-79.34475,0.1
48.06475,-79.51605,0.2
49.11211,-76.77151,10.5
48.6319,-79.12857,0.1
49.32284,-75.70033,2.4
50.6211,-75.07625,2.0
50.67476,-75.46452,45600.0
48.82195,-79.38115,1.4
47.52968,-79.23668,0.2
48.11121,-78.02138,0.2
53.64449,-73.32878,60.0
53.70264,-73.15147,25.0
52.49311,-75.70421,42.0
51.93465,-75.89479,8.0
49.76979,-77.90692,1.4
52.35582,-78.07744,294.0
53.59323,-74.0606,45.0
53.55756,-74.11671,130.0
53.34862,-74.42015,17200.0
53.21253,-74.63062,12.0
53.39988,-73.91365,0.5
53.08693,-74.05788,2.2
48.49221,-75.89903,2.7
53.90888,-72.17367,26.0
53.97153,-71.90138,40.0
48.77248,-79.25555,0.4
55.20983,-73.35204,500.0
48.50989,-75.74186,1.1
48.36211,-78.49729,2.1
47.64089,-79.0246,0.9
50.79497,-78.5748,1.4
48.83783,-79.4795,0.6
51.2545,-77.53735,20.0
47.79497,-77.69377,1.4
49.02608,-77.69102,0.4
48.79766,-79.3033,0.4
49.98052,-76.18986,0.1
51.49761,-76.60166,1.5
51.60492,-76.77541,0.1
52.52878,-77.06559,2.3
53.23502,-77.70492,4650.0
53.20534,-77.75976,270.0
52.96883,-77.01763,5250.0
52.64539,-76.85293,1.1
53.02788,-76.72607,1350.0
52.51889,-77.66371,10.0
53.25719,-78.15765,17250.0
52.83513,-74.77676,15.0
50.76799,-77.41098,48.8
51.58513,-79.33851,10575.0
51.41247,-76.46972,13220.0
54.09772,-72.50819,8.0
50.98951,-78.20714,2.1
48.22962,-79.21895,0.2
48.8819,-77.09008,10.4
47.90348,-78.39386,0.2
48.43645,-76.11651,0.1
50.52698,-77.11008,26.0
47.42566,-78.98272,0.1
49.29856,-75.6976,0.2
50.84233,-75.84546,20.9
52.34053,-76.38134,14000.0
52.01619,-76.73831,2.0
52.33423,-74.88282,109.0
50.44634,-79.04944,280.0
48.18016,-79.26455,0.1
51.48591,-76.81745,23220.0
49.45893,-76.70157,12.2
48.55306,-79.46875,0.2
48.69814,-79.21866,0.7
49.54227,-76.96674,0.6
48.17926,-79.26455,0.1
48.39269,-79.4851,0.6
49.01979,-78.89061,0.9
48.1265,-79.12625,0.8
48.16427,-78.98382,0.1
48.20893,-79.29825,0.1
48.80846,-79.22269,0.7
48.82374,-77.39208,0.4
48.20264,-79.00777,0.1
48.68375,-79.1887,2.8
47.81475,-79.02441,0.9
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
48.20893,-79.29825,0.0
53.63549,-74.14392,0.2
51.28777,-77.95974,250.0
47.50989,-78.70873,0.3
51.6229,-77.62321,8960.0
49.5027,-79.34743,1.4
51.86571,-78.36278,135.0
51.87021,-78.41375,30.0
50.31745,-76.39554,0.7
51.65888,-76.34853,0.5
50.96163,-75.90953,5.2
50.04946,-76.54832,3.7
49.90528,-77.50653,0.6
50.40978,-76.15679,0.2
50.78597,-76.22155,1.0
49.98591,-76.37051,0.2
50.80756,-79.06483,10700.0
48.80126,-79.07787,0.2
49.16427,-76.71424,10.4
49.29497,-78.05575,0.6
52.10492,-76.55844,1.5
50.45264,-79.01271,25.0
50.22422,-75.65261,21.0
50.79047,-76.06911,1.0
48.32644,-79.02247,0.2
48.77608,-79.45224,0.1
50.73951,-75.99716,1.0
54.06925,-70.22701,6.0
54.06475,-79.12069,1.0
50.99671,-75.05475,0.2
48.61841,-79.36905,1.1
53.87021,-77.38464,0.9
53.90888,-77.39987,0.2
54.10492,-78.17484,165.0
50.10042,-75.86059,0.3
49.76799,-77.99443,0.9
48.52428,-79.51544,0.1
48.99671,-78.65981,0.6
50.84053,-75.49288,0.6
51.32015,-78.29016,1.0
50.55036,-77.44055,0.0
50.97512,-76.17859,0.2
47.1319,-78.85718,0.2
51.01079,-75.93425,0.7
48.56835,-75.10279,0.5
47.24311,-78.30022,0.1
47.94544,-78.06319,0.1
48.44275,-76.74593,0.9
47.01889,-78.46834,0.5
47.11661,-78.32805,0.1
49.69005,-75.96108,0.4
48.55396,-76.04937,0.1
49.81295,-77.66249,0.0
48.54407,-78.13407,0.1
48.68375,-76.1367,0.2
48.86481,-77.78138,18.6
51.18016,-75.89228,0.4
48.83094,-79.48224,1.9
48.22782,-78.2446,0.1
49.04946,-77.77296,1.6
48.79587,-79.06559,0.1
48.83963,-78.86064,1.1
49.24311,-78.35055,0.1
48.47063,-78.50602,0.7
48.68645,-79.04792,0.3
48.68645,-76.18461,0.6
49.79137,-77.55408,0.3
49.57824,-79.39031,0.1
49.65078,-79.39444,0.2
53.56655,-76.28488,1.2
49.30666,-76.70724,0.7
48.08094,-65.43269,3.1
48.05216,-66.62496,1.2
48.91427,-64.62835,0.4
48.02158,-65.38843,1.2
48.40348,-64.50747,0.3
48.38999,-64.58947,0.4
48.94095,-67.11738,0.4
48.64359,-64.38672,0.3
48.82644,-67.42487,7.3
48.14898,-66.35871,0.3
48.99671,-66.95888,0.2
48.10492,-65.08586,8.9
47.91847,-68.57528,1.0
48.38999,-64.6301,0.1
48.48502,-67.79127,0.2
48.17116,-65.55232,0.6
48.90438,-66.92749,0.2
47.18465,-70.03437,0.1
46.82914,-70.0715,2.8
47.55396,-69.12536,4.8
48.11301,-68.42457,1.3
48.27698,-64.76577,0.1
48.03148,-68.69217,11.5
46.07015,-72.35445,0.5
46.51979,-71.64837,0.9
45.8801,-72.91861,6.0
45.15708,-72.13478,1.4
45.1256,-73.54509,0.4
45.14539,-73.60291,5.6
45.11571,-74.20922,2.5
45.47512,-73.07307,1.0
45.89179,-72.46124,1.5
46.89629,-70.73026,0.1
45.03417,-72.3874,0.2
46.65168,-70.79403,0.9
45.5045,-72.58077,2.5
45.34233,-71.8898,0.6
45.03417,-72.38994,0.7
45.03238,-72.38613,0.2
45.85132,-72.05493,0.1
45.30306,-72.32566,1.4
45.41517,-72.87567,1.8
45.81565,-71.68677,0.3
45.35761,-73.15003,0.2
45.85312,-72.06267,0.1
45.46703,-73.06795,0.1
45.94005,-73.19827,1.8
45.7485,-73.03823,0.1
46.07644,-71.22537,1.5
46.50989,-70.89184,1.0
46.2509,-70.62895,0.2
46.1301,-70.85697,0.3
45.34682,-71.97313,2.7
45.95264,-72.15891,0.4
46.1292,-72.45458,1.4
46.68285,-70.18183,0.1
46.01709,-71.17359,0.2
46.13999,-71.99611,0.6
45.55936,-73.17807,0.1
46.65798,-70.00734,0.8
45.41337,-70.85517,0.8
46.58873,-70.09208,1.2
45.56745,-71.22945,0.2
45.91067,-72.16408,4.2
45.28687,-73.03987,14.9
45.58004,-72.91777,2.7
45.23322,-73.03991,1.4
46.24401,-72.15366,2.0
45.72422,-72.47939,4.5
45.59772,-71.98972,0.6
45.54227,-73.17296,0.3
46.55756,-71.19769,0.4
45.86841,-72.29975,0.9
46.33513,-70.29165,0.1
46.3783,-70.25121,0.3
46.6319,-71.2888,0.1
46.63459,-70.08677,3.1
46.34772,-71.55728,0.1
45.46793,-71.96794,0.2
45.3828,-72.14106,0.3
45.43285,-73.20258,9.0
46.11301,-72.61478,0.1
45.10492,-73.68629,7.3
45.53687,-71.34605,0.9
45.58513,-71.47687,7.7
46.07105,-72.20593,0.3
46.69185,-71.23164,0.3
46.56565,-71.22645,0.2
47.41427,-72.76555,0.4
46.05486,-73.36742,0.1
47.40528,-72.74734,3.3
47.42206,-72.78282,0.1
47.36661,-72.77225,2.8
47.35312,-72.76829,3.7
46.74581,-72.43175,4.5
45.91936,-73.26482,1.6
46.44814,-72.8514,5.8
47.10851,-72.26198,10.0
46.81655,-71.9632,0.1
47.55126,-72.81734,1.1
46.96343,-71.12318,1.1
47.43196,-72.77351,1.8
46.98142,-71.57674,1.0
46.53687,-72.40752,3.5
47.05756,-70.8797,0.1
46.61931,-72.01001,1.9
45.99221,-73.26473,0.3
47.42386,-72.23272,0.1
46.46343,-73.15361,0.1
46.77248,-72.48687,0.5
47.67116,-70.28659,0.3
46.56925,-72.71076,18.4
46.61661,-74.08071,0.1
47.372,-72.21547,0.3
46.85492,-71.77021,4.1
46.95983,-71.57543,11.2
46.80306,-71.78341,0.8
46.00899,-73.29708,2.2
46.92656,-71.557,0.4
47.01439,-70.97758,1.0
46.46253,-72.3775,1.5
47.85402,-74.09429,0.2
46.7527,-71.41862,0.4
45.94634,-73.352,0.4
46.90978,-71.23025,1.0
46.70174,-71.897,0.5
48.23232,-70.4649,0.1
