Date,Latitude,Longtitude,vNDVI,VARI,Area
1972-05-26,46.71343,-75.30185,0.39958858,0.18740284,2.4
1972-05-27,45.83963,-74.3101,0.40720823,0.6256823,1.2
1972-05-27,46.03687,-73.74223,0.17532484,0.23193033,9.3
1972-05-27,46.27518,-75.0417,0.15921468,0.14803155,1.2
1972-05-27,46.02338,-75.5652,0.26696026,0.3782631,0.4
1972-05-27,46.16757,-74.70715,0.31354132,0.43255118,0.4
1972-05-27,46.381,-74.86974,0.06115957,0.08157841,2.0
1972-05-28,46.27698,-75.03909,0.2583694,0.3217294,0.8
1972-05-28,45.86841,-73.41408,0.17891873,0.22899668,16.1
1972-05-28,46.6211,-74.22774,0.17905174,0.26380083,1416.3
1972-05-27,46.21163,-75.05084,0.26051205,0.3584244,1.6
1972-05-28,46.11931,-74.53922,0.57350475,0.7771449,1.2
1972-05-28,46.77698,-75.40353,0.26202792,0.37342742,0.8
1972-05-28,47.11931,-76.88891,0.4863681,0.63215965,43.7
1972-05-28,46.21343,-75.04824,0.36174574,0.49311888,0.8
1972-05-28,46.09592,-74.97536,0.43953687,0.64368725,2.8
1972-05-28,45.94185,-74.04712,0.3393153,0.5369983,0.8
1972-05-28,45.94634,-74.6214,0.2705317,0.40303653,0.8
1972-05-28,45.96253,-74.13303,0.3059111,0.41623905,0.4
1972-05-28,45.85132,-74.21385,0.5283261,0.72860116,0.4
1972-05-28,46.17116,-75.48961,0.24397913,0.3267728,1.6
1972-05-28,46.3837,-74.87886,0.29340824,0.39410064,48.5
1972-05-29,45.631,-75.95499,0.25323188,0.39425802,0.4
1972-05-28,47.6328,-75.63998,0.291807,0.4073961,0.4
1972-05-29,46.03687,-76.39076,0.2687642,0.3936953,80.9
1972-05-29,46.04946,-74.82685,0.2493951,0.3111576,0.4
1972-05-29,45.95714,-74.16149,0.19144559,0.30649602,0.4
1972-05-29,46.44095,-75.55984,0.41037092,0.6438869,0.8
1972-05-29,47.70264,-74.87658,0.09400241,0.1461389,19.4
1972-05-29,45.94275,-74.32428,0.5351703,0.7430055,2.8
1972-05-29,46.33693,-74.53253,0.25860864,0.33811012,0.4
1972-06-05,45.70264,-74.49871,0.32373127,0.4792365,0.4
